SYSTEM_ID,CASE_ID,CASE_ID,LG_USER_ID,LG_ID_SOGGETTO,LG_LOG_TIME,LG_TERMINAL_NAME,LG_IP_ADDRESS,LG_MAC_ADDRESS,LG_CHANNEL,LG_ROLE,LG_CDR_NAME,LG_ID_SUCCURSALE,LG_ID_BANCA,LG_OPERATION_CODE,LG_NUMERO_CONTO_PARTENZA,LG_DIVISA_PARTENZA,LG_IMPORTO_PARTENZA,LG_NUMERO_CONTO_ARRIVO,LG_DIVISA_ARRIVO,LG_IMPORTO_ARRIVO,LG_VALUTA_OPERAZIONE,LG_TIPO_TITOLO,LG_ID_SOGGETTO_TRATTATO,LG_NUMERO_ORDINE,LG_OPERATION_RESULT,LG_OPCODE_DESCRIPTION,LG_APPLICATION,LG_APPLICATION_RESPONSIBLE,LG_OPERATION_TYPE,LG_OPERATION_FROM,LG_PROCESS_CODE,LG_SUBPROCESS_CODE,LG_LOG_TIME_TIMESTAMP
MySella,7351,7351,BSIC6,1913402,07/02/2025 11:48:22,,213.218.53.172,,INTRANET,DIPENDENTE,099A06,,1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,07-FEB-25 11.48.22.881000 AM
MySella,,13001106,NVL079,12574779,12/02/2025 16:38:57,,213.218.53.172,,INTRANET,DIPGRUPPO,NV0006,,1483455,RUMODHR_BORE_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagli utente per Scelta orario di lavoro,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,12-FEB-25 04.38.57.263000 PM
MySella,13002584,,GBS10204,-1,07/02/2025 14:42:15,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,07-FEB-25 02.42.15.997000 PM
MySella,7351,7351,BSIC6,1913402,07/02/2025 11:46:49,,213.218.53.172,,INTRANET,DIPENDENTE,099A06,,1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,07-FEB-25 11.46.49.510000 AM
MySella,5975,,GBS00492,-1,06/02/2025 11:58:40,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,06-FEB-25 11.58.40.142000 AM
MySella,13000812,,GBS08136,-1,27/02/2025 09:42:54,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,27-FEB-25 09.42.54.984000 AM
MySella,7351,7351,BSIC6,1913402,07/02/2025 11:52:02,,213.218.53.172,,INTRANET,DIPENDENTE,099A06,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,07-FEB-25 11.52.02.986000 AM
MySella,13003186,,GBS11056,-1,27/02/2025 09:41:27,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,27-FEB-25 09.41.27.442000 AM
MySella,18681,,GBS07005,-1,07/02/2025 14:42:05,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,07-FEB-25 02.42.05.892000 PM
MySella,7183,7183,SIB075,1385625,12/02/2025 14:09:23,,213.218.53.172,,INTRANET,DIPENDENTE,099131,,1367924,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,12-FEB-25 02.09.23.996000 PM
MySella,,13000899,SHBAA6,12510242,19/02/2025 08:58:56,,213.218.53.172,,INTRANET,DIPENDENTE,099C81,,1483455,RUMODHR_FLGT_CHILD,,,,,,,,,,,SUCCESS,Normal user enters the Provvidenza Figli page,Gestione Amministrativa del Personale,SBAI481,dispositiva non contabile,Back-Office,,,19-FEB-25 08.58.56.186000 AM
MySella,8261,8261,BSOD9,3050819,19/02/2025 13:07:58,,213.218.53.172,,INTRANET,DIPENDENTE,099F33,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,19-FEB-25 01.07.58.950000 PM
MySella,,13002957,BSACV,13322910,03/02/2025 09:04:02,,213.218.53.172,,INTRANET,DIPENDENTE,0B28B2,,1,RUMODHR_WLFR_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagliutente per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,03-FEB-25 09.04.02.130000 AM
MySella,14426,,GBS05436,-1,26/02/2025 17:12:25,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-FEB-25 05.12.25.335000 PM
MySella,12061127,,GBS08149,-1,27/02/2025 11:12:33,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,27-FEB-25 11.12.33.374000 AM
MySella,13003226,,GBS11099,-1,27/02/2025 12:28:58,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,27-FEB-25 12.28.58.496000 PM
MySella,13003267,,GBS11162,-1,28/02/2025 08:23:38,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_MIFID_LOG,,,,,,,,,,,SUCCESS,A valid user enters the MIFID page details of the user would be logged,Gestione Amministrativa del Personale,STS419,dispositiva non contabile,Back-Office,,,28-FEB-25 08.23.38.841000 AM
MySella,8004,8004,BSNB7,2497255,19/02/2025 14:54:23,,213.218.53.172,,INTRANET,DIPENDENTE,0U38U3,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,19-FEB-25 02.54.23.703000 PM
MySella,13001715,,GBS09221,-1,27/02/2025 12:33:22,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,27-FEB-25 12.33.22.541000 PM
MySella,8004,8004,BSNB7,2497255,19/02/2025 14:55:11,,213.218.53.172,,INTRANET,DIPENDENTE,0U38U3,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,19-FEB-25 02.55.11.948000 PM
MySella,8004,8004,BSNB7,2497255,19/02/2025 14:56:10,,213.218.53.172,,INTRANET,DIPENDENTE,0U38U3,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,19-FEB-25 02.56.10.133000 PM
MySella,13002361,,GBS09896,-1,27/02/2025 13:00:48,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,27-FEB-25 01.00.48.203000 PM
MySella,7429,,GBS01262,-1,27/02/2025 12:32:56,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,27-FEB-25 12.32.56.772000 PM
MySella,13002600,,GBS10229,-1,27/02/2025 12:45:16,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,27-FEB-25 12.45.16.242000 PM
MySella,,7216,STS252,1513665,19/02/2025 14:59:12,,213.218.53.172,,INTRANET,DIPGRUPPO,ST0212,,1483455,RUMODHR_WLFR_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagliutente per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,19-FEB-25 02.59.12.532000 PM
MySella,,5813,SHB394,1514162,24/02/2025 10:22:22,,213.218.53.172,,INTRANET,DIPENDENTE,099325,,1483455,RUMODHR_WLFR_CHECK,,,,,,,,,,,SUCCESS,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,24-FEB-25 10.22.22.193000 AM
MySella,5755,5755,BSM78,1741,24/02/2025 18:11:01,,213.218.53.172,,INTRANET,DIPENDENTE,079402,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,24-FEB-25 06.11.01.229000 PM
MySella,8004,8004,BSNB7,2497255,19/02/2025 14:56:11,,213.218.53.172,,INTRANET,DIPENDENTE,0U38U3,,1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,19-FEB-25 02.56.11.402000 PM
MySella,13002184,,GBS09722,-1,27/02/2025 12:32:49,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,27-FEB-25 12.32.49.131000 PM
MySella,19176,,GBS07043,-1,27/02/2025 13:15:21,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,27-FEB-25 01.15.21.924000 PM
MySella,18101,,GBS06784,-1,11/02/2025 09:21:08,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,11-FEB-25 09.21.08.557000 AM
MySella,5755,5755,BSM78,1741,27/02/2025 13:26:39,,213.218.53.172,,INTRANET,DIPENDENTE,079402,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,27-FEB-25 01.26.39.352000 PM
MySella,13002701,,GBS10372,-1,21/02/2025 11:56:29,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,21-FEB-25 11.56.29.753000 AM
MySella,,13002971,BSACX,13331849,01/02/2025 12:42:03,,213.218.53.172,,INTRANET,DIPENDENTE,099F37,,1,RUMODHR_WLFR_CHECK,,,,,,,,,,,SUCCESS,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,01-FEB-25 12.42.03.655000 PM
MySella,13002701,,GBS10372,-1,21/02/2025 11:53:58,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,21-FEB-25 11.53.58.368000 AM
MySella,,13003180,BSAEH,13441477,04/02/2025 17:06:45,,213.218.53.172,,INTRANET,DIPENDENTE,099F09,,1,RUMODHR_WLFR_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagliutente per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,04-FEB-25 05.06.45.562000 PM
MySella,13000860,,GBS09609,-1,26/02/2025 13:57:06,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-FEB-25 01.57.06.766000 PM
MySella,5338,,GBS10772,-1,21/02/2025 12:00:50,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,21-FEB-25 12.00.50.844000 PM
MySella,13003294,,GBS11198,-1,28/02/2025 08:12:21,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-FEB-25 08.12.21.264000 AM
MySella,13003295,,GBS11200,-1,26/02/2025 12:52:34,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-FEB-25 12.52.34.301000 PM
MySella,13001577,,GBS09009,-1,17/02/2025 14:15:09,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,17-FEB-25 02.15.09.354000 PM
MySella,13002076,,GBS09596,-1,26/02/2025 12:41:37,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-FEB-25 12.41.37.786000 PM
MySella,,13001106,NVL079,12574779,12/02/2025 16:40:40,,213.218.53.172,,INTRANET,DIPGRUPPO,NV0006,,1483455,RUMODHR_WLFR_CHECK,,,,,,,,,,,SUCCESS,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,12-FEB-25 04.40.40.365000 PM
MySella,13000860,,GBS09609,-1,26/02/2025 13:57:03,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-FEB-25 01.57.03.152000 PM
MySella,5822,5822,BSO11,1858,03/02/2025 16:08:06,,213.218.53.172,,INTRANET,DIPENDENTE,044844,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,03-FEB-25 04.08.06.731000 PM
MySella,11511,,GBS06081,-1,25/02/2025 10:52:44,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-FEB-25 10.52.44.036000 AM
MySella,19231,,GBS10161,-1,25/02/2025 08:41:52,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-FEB-25 08.41.52.913000 AM
MySella,13000654,,GBS07914,-1,26/02/2025 11:58:34,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-FEB-25 11.58.34.372000 AM
MySella,13000954,,GBS08310,-1,04/02/2025 18:05:41,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,04-FEB-25 06.05.41.583000 PM
MySella,13000813,,GBS09052,-1,26/02/2025 00:37:14,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-FEB-25 12.37.14.272000 AM
MySella,11980973,,GBS07263,-1,11/02/2025 15:08:09,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,11-FEB-25 03.08.09.676000 PM
MySella,13002525,,GBS10135,-1,18/02/2025 17:57:18,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,18-FEB-25 05.57.18.091000 PM
MySella,13001314,,GBS08717,-1,03/02/2025 15:38:35,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,03-FEB-25 03.38.35.305000 PM
MySella,,13003269,BSAEU,13481610,20/02/2025 17:44:23,,213.218.53.172,,INTRANET,DIPENDENTE,099G28,,1,RUMODHR_BORE_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagli utente per Scelta orario di lavoro,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,20-FEB-25 05.44.23.287000 PM
MySella,,13002349,BS994,8713822,21/02/2025 16:16:56,,213.218.53.172,,INTRANET,DIPENDENTE,08D88D,,1,RUMODHR_WLFR_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagliutente per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,21-FEB-25 04.16.56.704000 PM
MySella,13000813,,GBS09052,-1,26/02/2025 09:18:06,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-FEB-25 09.18.06.007000 AM
MySella,8268,8268,BSOE3,3062290,26/02/2025 16:49:35,,213.218.53.172,,INTRANET,DIPENDENTE,0V48V4,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-FEB-25 04.49.35.379000 PM
MySella,,13003226,NVL076,13448952,10/02/2025 08:36:46,,213.218.53.172,,INTRANET,DIPGRUPPO,NV0006,,1483455,RUMODHR_BORE_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagli utente per Scelta orario di lavoro,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,10-FEB-25 08.36.46.134000 AM
MySella,5221,,GBS01192,-1,19/02/2025 14:46:56,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,19-FEB-25 02.46.56.225000 PM
MySella,13002349,,GBS09883,-1,26/02/2025 17:07:31,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-FEB-25 05.07.31.844000 PM
MySella,13002262,,GBS09787,-1,26/02/2025 17:02:07,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-FEB-25 05.02.07.504000 PM
MySella,13002155,,GBS11205,-1,13/02/2025 16:45:29,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_ACC_SW,,,,,,,,,,,SUCCESS,Lettura e accettazione dell'accordo di smartworking,Gestione Amministrativa del Personale,CONK19,informativa,Back-Office,,,13-FEB-25 04.45.29.696000 PM
MySella,13003223,,GBS11095,-1,03/02/2025 10:27:59,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,FAILURE - DB Exception occurred,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,03-FEB-25 10.27.59.874000 AM
MySella,13002600,,GBS10229,-1,05/02/2025 12:32:40,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,05-FEB-25 12.32.40.064000 PM
MySella,8268,8268,BSOE3,3062290,26/02/2025 17:01:09,,213.218.53.172,,INTRANET,DIPENDENTE,0V48V4,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-FEB-25 05.01.09.121000 PM
MySella,13001655,,GBS09116,-1,26/02/2025 17:11:30,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-FEB-25 05.11.30.537000 PM
MySella,13001931,,GBS09452,-1,03/02/2025 12:50:19,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,03-FEB-25 12.50.19.773000 PM
