SYSTEM_ID,CASE ID,CASE ID,LG_USER_ID,LG_ID_SOGGETTO,LG_LOG_TIME,LG_TERMINAL_NAME,LG_IP_ADDRESS,LG_MAC_ADDRESS,LG_CHANNEL,LG_ROLE,LG_CDR_NAME,LG_ID_SUCCURSALE,LG_ID_BANCA,LG_OPERATION_CODE,LG_NUMERO_CONTO_PARTENZA,LG_DIVISA_PARTENZA,LG_IMPORTO_PARTENZA,LG_NUMERO_CONTO_ARRIVO,LG_DIVISA_ARRIVO,LG_IMPORTO_ARRIVO,LG_VALUTA_OPERAZIONE,LG_TIPO_TITOLO,LG_ID_SOGGETTO_TRATTATO,LG_NUMERO_ORDINE,LG_OPERATION_RESULT,LG_OPCODE_DESCRIPTION,LG_APPLICATION,LG_APPLICATION_RESPONSIBLE,LG_OPERATION_TYPE,LG_OPERATION_FROM,LG_PROCESS_CODE,LG_SUBPROCESS_CODE,LG_LOG_TIME_TIMESTAMP
MySella,9212,,GBS05752,-1,25/07/2023 16:22:25,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-JUL-23 04.22.25.759000 PM
MySella,5902,,GBS00446,-1,03/07/2023 15:17:42,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,03-JUL-23 03.17.42.882000 PM
MySella,13000165,,GBS08448,-1,25/07/2023 17:09:03,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-JUL-23 05.09.03.636000 PM
MySella,10455,10455,PROS5L,2353868,03/07/2023 09:11:41,,91.254.76.190,,INTERNET,PROMOTORE_BPA,021821,,1367924,RUMODHR_MIFID_LOG,,,,,,,,,,,SUCCESS,A valid user enters the MIFID page details of the user would be logged,Gestione Amministrativa del Personale,STS419,dispositiva non contabile,Back-Office,,,03-JUL-23 09.11.41.094000 AM
MySella,13001057,,GBS08417,-1,25/07/2023 09:08:42,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-JUL-23 09.08.42.219000 AM
MySella,18101,,GBS06784,-1,21/07/2023 10:32:13,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,21-JUL-23 10.32.13.284000 AM
MySella,11511,,GBS06081,-1,03/07/2023 12:02:33,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,03-JUL-23 12.02.33.407000 PM
MySella,13001057,,GBS08417,-1,25/07/2023 14:05:34,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-JUL-23 02.05.34.256000 PM
MySella,6119,,GBS00570,-1,19/07/2023 08:44:51,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_PR,,,,,,,,,,,SUCCESS,User completed filling and submit the PPR forms,Gestione Amministrativa del Personale,CONK19,dispositiva non contabile,Back-Office,,,19-JUL-23 08.44.51.918000 AM
MySella,15679,,GBS05799,-1,19/07/2023 03:54:30,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,19-JUL-23 03.54.30.622000 AM
MySella,6909,,GBS01370,-1,19/07/2023 15:37:48,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_PR,,,,,,,,,,,SUCCESS,User completed filling and submit the PPR forms,Gestione Amministrativa del Personale,CONK19,dispositiva non contabile,Back-Office,,,19-JUL-23 03.37.48.756000 PM
MySella,13001221,,GBS08613,-1,25/07/2023 11:46:34,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-JUL-23 11.46.34.781000 AM
MySella,13001283,,GBS08684,-1,25/07/2023 17:48:48,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-JUL-23 05.48.48.706000 PM
MySella,5427,,GBS00865,-1,19/07/2023 14:16:31,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_PR,,,,,,,,,,,SUCCESS,User completed filling and submit the PPR forms,Gestione Amministrativa del Personale,CONK19,dispositiva non contabile,Back-Office,,,19-JUL-23 02.16.31.602000 PM
MySella,13000156,,GBS07268,-1,25/07/2023 15:42:28,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-JUL-23 03.42.28.226000 PM
MySella,19449,19449,SIB616,12146950,14/07/2023 11:32:51,,213.218.53.172,,INTRANET,DIPENDENTE,099F93,,1367924,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,14-JUL-23 11.32.51.880000 AM
MySella,15679,,GBS05799,-1,19/07/2023 04:29:12,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,19-JUL-23 04.29.12.378000 AM
MySella,13001479,,GBS08899,-1,21/07/2023 17:01:12,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,21-JUL-23 05.01.12.516000 PM
MySella,9961,,GBS05005,-1,03/07/2023 09:15:04,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,03-JUL-23 09.15.04.318000 AM
MySella,13000964,,GBS08321,-1,03/07/2023 16:35:43,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,03-JUL-23 04.35.43.631000 PM
MySella,5463,,GBS00886,-1,26/07/2023 17:17:55,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_BO_CED_CNT,,,,,,,,,,,SUCCESS,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-JUL-23 05.17.55.769000 PM
MySella,13000846,,GBS08172,-1,24/07/2023 17:11:54,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,24-JUL-23 05.11.54.336000 PM
MySella,5463,,GBS00886,-1,26/07/2023 17:18:36,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_BO_CED_CNT,,,,,,,,,,,SUCCESS,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-JUL-23 05.18.36.041000 PM
MySella,17303,,GBS06417,-1,19/07/2023 14:37:41,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_PR,,,,,,,,,,,SUCCESS,User completed filling and submit the PPR forms,Gestione Amministrativa del Personale,CONK19,dispositiva non contabile,Back-Office,,,19-JUL-23 02.37.41.984000 PM
MySella,14473,,GBS05462,-1,17/07/2023 10:57:26,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,17-JUL-23 10.57.26.605000 AM
MySella,7508,,GBS01901,-1,26/07/2023 17:15:09,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_BO_CED_CNT,,,,,,,,,,,SUCCESS,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-JUL-23 05.15.09.558000 PM
MySella,5435,,GBS00935,-1,24/07/2023 10:03:43,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_AZIONI_MOD,,,,,,,,,,,SUCCESS,User updated the Instrument details from Piu rilevante,Gestione Amministrativa del Personale,SBAI062,dispositiva non contabile,Back-Office,,,24-JUL-23 10.03.43.543000 AM
MySella,5463,,GBS00886,-1,26/07/2023 17:07:01,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_BO_CED_CNT,,,,,,,,,,,SUCCESS,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-JUL-23 05.07.01.192000 PM
MySella,13001547,,GBS08982,-1,26/07/2023 09:44:39,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_ACC_SW,,,,,,,,,,,"FAILURE - Il tuo utente non è presente in Procedura Firma, quindi non è possibile aggiornarlo per attivare lo Smartwor/T",Lettura e accettazione dell'accordo di smartworking,Gestione Amministrativa del Personale,CONK19,informativa,Back-Office,,,26-JUL-23 09.44.39.846000 AM
MySella,6877,6877,BSEZ5,1063856,17/07/2023 11:50:15,,213.218.53.172,,INTRANET,DIPENDENTE,099828,,1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,17-JUL-23 11.50.15.552000 AM
MySella,19487,,GBS07197,-1,17/07/2023 19:23:56,,5.90.65.192,,INTERNET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,17-JUL-23 07.23.56.510000 PM
MySella,18311,,GBS06856,-1,14/07/2023 13:52:39,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,14-JUL-23 01.52.39.754000 PM
MySella,19449,19449,SIB616,12146950,14/07/2023 11:32:15,,213.218.53.172,,INTRANET,DIPENDENTE,099F93,,1367924,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,14-JUL-23 11.32.15.160000 AM
MySella,18350,,GBS06875,-1,17/07/2023 13:39:38,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,17-JUL-23 01.39.38.482000 PM
MySella,7508,,GBS01901,-1,26/07/2023 17:15:03,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_BO_CED_CNT,,,,,,,,,,,SUCCESS,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-JUL-23 05.15.03.439000 PM
MySella,19449,19449,SIB616,12146950,14/07/2023 11:36:32,,213.218.53.172,,INTRANET,DIPENDENTE,099F93,,1367924,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,14-JUL-23 11.36.32.991000 AM
MySella,19487,,GBS07197,-1,17/07/2023 19:24:01,,5.90.65.192,,INTERNET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,17-JUL-23 07.24.01.630000 PM
MySella,9982,,GBS05053,-1,17/07/2023 19:48:06,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,17-JUL-23 07.48.06.082000 PM
MySella,15679,,GBS05799,-1,19/07/2023 03:54:13,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,19-JUL-23 03.54.13.361000 AM
MySella,16983,,GBS06293,-1,05/07/2023 11:05:16,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,05-JUL-23 11.05.16.709000 AM
MySella,17748,,GBS08342,-1,05/07/2023 10:00:16,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,05-JUL-23 10.00.16.889000 AM
MySella,16983,,GBS06293,-1,05/07/2023 11:05:17,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,05-JUL-23 11.05.17.610000 AM
MySella,19433,,GBS07170,-1,17/07/2023 12:50:56,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,17-JUL-23 12.50.56.672000 PM
MySella,13001483,,GBS08903,-1,05/07/2023 21:37:45,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,05-JUL-23 09.37.45.828000 PM
MySella,8316,,GBS04938,-1,05/07/2023 09:56:51,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,05-JUL-23 09.56.51.571000 AM
MySella,13001198,,GBS08587,-1,13/07/2023 15:11:35,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,13-JUL-23 03.11.35.220000 PM
MySella,13001446,,GBS08866,-1,04/07/2023 15:49:32,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_ACC_SW,,,,,,,,,,,SUCCESS,Lettura e accettazione dell'accordo di smartworking,Gestione Amministrativa del Personale,CONK19,informativa,Back-Office,,,04-JUL-23 03.49.32.289000 PM
MySella,13001282,,GBS08683,-1,17/07/2023 13:21:21,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,17-JUL-23 01.21.21.315000 PM
MySella,5463,,GBS00886,-1,26/07/2023 17:18:44,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_BO_CED_CNT,,,,,,,,,,,SUCCESS,Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,26-JUL-23 05.18.44.680000 PM
MySella,8281,8281,BSOF8,3089249,14/07/2023 10:07:12,,213.218.53.172,,INTRANET,DIPENDENTE,0C48C4,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,14-JUL-23 10.07.12.178000 AM
MySella,10670,,GBS06743,-1,03/07/2023 17:49:28,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,03-JUL-23 05.49.28.198000 PM
MySella,13001239,,GBS08631,-1,14/07/2023 11:15:17,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,14-JUL-23 11.15.17.619000 AM
MySella,15847,,GBS06577,-1,03/07/2023 15:34:20,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,03-JUL-23 03.34.20.565000 PM
MySella,11416,,GBS05528,-1,03/07/2023 18:18:32,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,03-JUL-23 06.18.32.049000 PM
MySella,5993,,GBS00509,-1,03/07/2023 12:02:48,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,03-JUL-23 12.02.48.822000 PM
MySella,19449,19449,SIB616,12146950,14/07/2023 11:37:49,,213.218.53.172,,INTRANET,DIPENDENTE,099F93,,1367924,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,14-JUL-23 11.37.49.020000 AM
MySella,7957,7957,BSMU5,1482869,18/07/2023 12:35:48,,213.218.53.172,,INTRANET,DIPENDENTE,085885,,1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,18-JUL-23 12.35.48.319000 PM
MySella,13000333,,GBS07397,-1,18/07/2023 10:26:59,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,18-JUL-23 10.26.59.813000 AM
MySella,7957,7957,BSMU5,1482869,18/07/2023 12:35:38,,213.218.53.172,,INTRANET,DIPENDENTE,085885,,1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,18-JUL-23 12.35.38.053000 PM
MySella,7596,7596,BSLF1,2142866,03/07/2023 09:37:59,,213.218.53.172,,INTRANET,DIPENDENTE,099I20,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,03-JUL-23 09.37.59.351000 AM
MySella,,7041,BSQW8,1305586,22/07/2023 13:16:26,,213.218.53.172,,INTRANET,DIPENDENTE,099D01,,1,RUMODHR_FNAZ_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagli utente per invio adesione Fondo Nazionale,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,22-JUL-23 01.16.26.808000 PM
MySella,,13001454,SIB705,12716618,21/07/2023 09:18:12,,213.218.53.172,,INTRANET,DIPENDENTE,099E19,,1367924,RUMODHR_BORE_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagli utente per Scelta orario di lavoro,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,21-JUL-23 09.18.12.351000 AM
MySella,9089,,GBS04335,-1,18/07/2023 08:24:57,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,18-JUL-23 08.24.57.698000 AM
MySella,13000154,,GBS07261,-1,13/07/2023 14:36:03,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,13-JUL-23 02.36.03.979000 PM
MySella,,13001479,BS599,12736868,21/07/2023 16:59:03,,213.218.53.172,,INTRANET,DIPENDENTE,099B91,,1,RUMODHR_FNAZ_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagli utente per invio adesione Fondo Nazionale,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,21-JUL-23 04.59.03.163000 PM
MySella,4983,,GBS00035,-1,19/07/2023 10:21:48,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_PR,,,,,,,,,,,SUCCESS,User completed filling and submit the PPR forms,Gestione Amministrativa del Personale,CONK19,dispositiva non contabile,Back-Office,,,19-JUL-23 10.21.48.360000 AM
MySella,,17449,STS547,11705094,19/07/2023 11:43:24,,213.218.53.172,,INTRANET,DIPGRUPPO,ST0201,,1483455,RUMODHR_BORE_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagli utente per Scelta orario di lavoro,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,19-JUL-23 11.43.24.457000 AM
MySella,,13000848,BS430,12494825,19/07/2023 13:11:38,,213.218.53.172,,INTRANET,DIPENDENTE,099F06,,1,RUMODHR_FNAZ_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagli utente per invio adesione Fondo Nazionale,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,19-JUL-23 01.11.38.791000 PM
