SYSTEM_ID,CASE_ID,CASE_ID,LG_USER_ID,LG_ID_SOGGETTO,LG_LOG_TIME,LG_TERMINAL_NAME,LG_IP_ADDRESS,LG_MAC_ADDRESS,LG_CHANNEL,LG_ROLE,LG_CDR_NAME,LG_ID_SUCCURSALE,LG_ID_BANCA,LG_OPERATION_CODE,LG_NUMERO_CONTO_PARTENZA,LG_DIVISA_PARTENZA,LG_IMPORTO_PARTENZA,LG_NUMERO_CONTO_ARRIVO,LG_DIVISA_ARRIVO,LG_IMPORTO_ARRIVO,LG_VALUTA_OPERAZIONE,LG_TIPO_TITOLO,LG_ID_SOGGETTO_TRATTATO,LG_NUMERO_ORDINE,LG_OPERATION_RESULT,LG_OPCODE_DESCRIPTION,LG_APPLICATION,LG_APPLICATION_RESPONSIBLE,LG_OPERATION_TYPE,LG_OPERATION_FROM,LG_PROCESS_CODE,LG_SUBPROCESS_CODE,LG_LOG_TIME_TIMESTAMP
MySella,,13003239,BSAER,13449496,23/01/2025 08:48:33,,213.218.53.172,,INTRANET,DIPENDENTE,099F30,,1,RUMODHR_FLGT_CHILD,,,,,,,,,,,SUCCESS,Normal user enters the Provvidenza Figli page,Gestione Amministrativa del Personale,SBAI481,dispositiva non contabile,Back-Office,,,23-JAN-25 08.48.33.578000 AM
MySella,,18381,BSABW,12507168,28/01/2025 21:55:52,,213.218.53.172,,INTRANET,DIPENDENTE,099I75,,1,RUMODHR_FLGT_CHILD,,,,,,,,,,,SUCCESS,Normal user enters the Provvidenza Figli page,Gestione Amministrativa del Personale,SBAI481,dispositiva non contabile,Back-Office,,,28-JAN-25 09.55.52.787000 PM
MySella,18431,18431,SIB595,11989967,15/01/2025 09:23:41,,213.218.53.172,,INTRANET,DIPENDENTE,099618,,1367924,RUMODHR_FBGT_OP_DTL,,,,,,,,,,,SUCCESS,HR user tries to get Opening period list in Funzioni batch,Gestione Amministrativa del Personale,STS252,dispositiva non contabile,Back-Office,,,15-JAN-25 09.23.41.193000 AM
MySella,9407,,GBS04661,-1,10/01/2025 13:27:03,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,10-JAN-25 01.27.03.768000 PM
MySella,13002080,,GBS09602,-1,15/01/2025 08:44:31,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,15-JAN-25 08.44.31.764000 AM
MySella,18467,,GBS06932,-1,27/01/2025 10:34:07,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,27-JAN-25 10.34.07.958000 AM
MySella,17890,,GBS06710,-1,08/01/2025 11:50:30,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,08-JAN-25 11.50.30.180000 AM
MySella,9982,,GBS05053,-1,25/01/2025 19:45:06,,93.44.207.23,,INTERNET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-JAN-25 07.45.06.882000 PM
MySella,,9172,STS466,7477818,08/01/2025 10:43:21,,213.218.53.172,,INTRANET,DIPGRUPPO,ST0012,,1483455,RUMODHR_FNAZ_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagli utente per invio adesione Fondo Nazionale,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,08-JAN-25 10.43.21.433000 AM
MySella,,18563,BS631,12590624,24/01/2025 14:30:26,,213.218.53.172,,INTRANET,DIPENDENTE,099L69,,1,RUMODHR_WLFR_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagliutente per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,24-JAN-25 02.30.26.325000 PM
MySella,13000706,,GBS07972,-1,08/01/2025 09:33:20,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,08-JAN-25 09.33.20.734000 AM
MySella,13002080,,GBS09602,-1,23/01/2025 16:07:04,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,23-JAN-25 04.07.04.070000 PM
MySella,,6199,BSQG2,2926,08/01/2025 08:44:11,,213.218.53.172,,INTRANET,DIPENDENTE,099D02,,1,RUMODHR_FL_INS_GR,,,,,,,,,,,SUCCESS,Normal user assign new grade for the child while creating a request,Gestione Amministrativa del Personale,SBAI481,dispositiva non contabile,Back-Office,,,08-JAN-25 08.44.11.818000 AM
MySella,5429,,GBS00232,-1,02/01/2025 10:30:04,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-JAN-25 10.30.04.008000 AM
MySella,8264,,GBS08792,-1,15/01/2025 09:19:12,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,15-JAN-25 09.19.12.712000 AM
MySella,,6199,BSQG2,2926,08/01/2025 08:44:17,,213.218.53.172,,INTRANET,DIPENDENTE,099D02,,1,RUMODHR_FL_UP_GRADE,,,,,,,,,,,SUCCESS,HR tried to update grade,Gestione Amministrativa del Personale,SBAI481,dispositiva non contabile,Back-Office,,,08-JAN-25 08.44.17.596000 AM
MySella,13003178,,GBS11042,-1,28/01/2025 16:48:51,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,FAILURE - DB Exception occurred,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-JAN-25 04.48.51.777000 PM
MySella,11266,,GBS05322,-1,16/01/2025 15:50:18,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,16-JAN-25 03.50.18.418000 PM
MySella,16801,,GBS06228,-1,23/01/2025 17:59:21,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,23-JAN-25 05.59.21.106000 PM
MySella,,13001358,SHBAB3,12682000,24/01/2025 15:20:10,,213.218.53.172,,INTRANET,DIPENDENTE,099257,,1483455,RUMODHR_WLFR_CHECK,,,,,,,,,,,SUCCESS,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,24-JAN-25 03.20.10.077000 PM
MySella,13000273,,GBS07977,-1,02/01/2025 11:00:34,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-JAN-25 11.00.34.006000 AM
MySella,13002407,,GBS09999,-1,24/01/2025 14:48:53,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,24-JAN-25 02.48.53.727000 PM
MySella,9209,,GBS04450,-1,24/01/2025 14:31:52,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,24-JAN-25 02.31.52.750000 PM
MySella,5948,,GBS00474,-1,23/01/2025 17:04:11,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,23-JAN-25 05.04.11.619000 PM
MySella,,13002350,BS995,11095381,02/01/2025 11:07:03,,213.218.53.172,,INTRANET,DIPENDENTE,099B91,,1,RUMODHR_WLFR_CHECK,,,,,,,,,,,SUCCESS,Verifica possibilità di accesso a fondo pensione per Scelta Welfare,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,02-JAN-25 11.07.03.625000 AM
MySella,18431,18431,SIB595,11989967,15/01/2025 09:20:09,,213.218.53.172,,INTRANET,DIPENDENTE,099618,,1367924,RUMODHR_FBGT_OP_DTL,,,,,,,,,,,SUCCESS,HR user tries to get Opening period list in Funzioni batch,Gestione Amministrativa del Personale,STS252,dispositiva non contabile,Back-Office,,,15-JAN-25 09.20.09.653000 AM
MySella,6684,,GBS01233,-1,24/01/2025 15:49:51,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,24-JAN-25 03.49.51.184000 PM
MySella,13002407,,GBS09999,-1,24/01/2025 16:30:32,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,24-JAN-25 04.30.32.524000 PM
MySella,13001316,,GBS08719,-1,16/01/2025 09:27:47,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,16-JAN-25 09.27.47.080000 AM
MySella,7504,,GBS06489,-1,25/01/2025 16:55:44,,172.226.15.57,,INTERNET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-JAN-25 04.55.44.519000 PM
MySella,13000159,,GBS07270,-1,27/01/2025 13:33:44,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,27-JAN-25 01.33.44.676000 PM
MySella,13001365,,GBS08774,-1,02/01/2025 10:29:00,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-JAN-25 10.29.00.239000 AM
MySella,15676,,GBS05800,-1,02/01/2025 11:02:11,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-JAN-25 11.02.11.376000 AM
MySella,15679,,GBS05799,-1,17/01/2025 12:39:49,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,17-JAN-25 12.39.49.472000 PM
MySella,9635,9635,SIB431,6974897,02/01/2025 07:53:42,,213.218.53.172,,INTRANET,DIPENDENTE,099I48,,1367924,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-JAN-25 07.53.42.054000 AM
MySella,9091,,GBS06014,-1,16/01/2025 09:37:07,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,16-JAN-25 09.37.07.145000 AM
MySella,13001159,,GBS08539,-1,02/01/2025 11:06:34,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-JAN-25 11.06.34.080000 AM
MySella,15694,,GBS05808,-1,17/01/2025 12:23:19,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_MIFID_LOG,,,,,,,,,,,SUCCESS,A valid user enters the MIFID page details of the user would be logged,Gestione Amministrativa del Personale,STS419,dispositiva non contabile,Back-Office,,,17-JAN-25 12.23.19.092000 PM
MySella,13002080,,GBS09602,-1,15/01/2025 08:44:26,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,15-JAN-25 08.44.26.548000 AM
MySella,13002974,,GBS10719,-1,17/01/2025 11:52:12,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,17-JAN-25 11.52.12.367000 AM
MySella,16467,16467,SIB510,10949126,02/01/2025 11:31:35,,213.218.53.172,,INTRANET,DIPENDENTE,099F70,,1367924,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-JAN-25 11.31.35.333000 AM
MySella,5366,5366,BSC59,1138,02/01/2025 10:45:55,,213.218.53.172,,INTRANET,DIPENDENTE,077877,,1,RUMODHR_BORE_INSERT,,,,,,,,,,,SUCCESS,Aggiornamento dettagli utente per Scelta orario di lavoro,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,02-JAN-25 10.45.55.712000 AM
MySella,13000159,,GBS07270,-1,02/01/2025 10:59:24,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-JAN-25 10.59.24.231000 AM
MySella,13001507,,GBS08937,-1,03/01/2025 00:01:37,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,03-JAN-25 12.01.37.581000 AM
MySella,17177,,GBS06372,-1,28/01/2025 13:03:12,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-JAN-25 01.03.12.736000 PM
MySella,13002462,,GBS10062,-1,02/01/2025 08:16:22,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-JAN-25 08.16.22.124000 AM
MySella,,9981,BS618,11020548,02/01/2025 08:50:11,,213.218.53.172,,INTRANET,DIPENDENTE,099L68,,1,RUMODHR_FNAZ_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagli utente per invio adesione Fondo Nazionale,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,02-JAN-25 08.50.11.762000 AM
MySella,13000603,,GBS07723,-1,27/01/2025 13:34:03,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,27-JAN-25 01.34.03.404000 PM
MySella,5488,,GBS01061,-1,21/01/2025 12:54:49,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,21-JAN-25 12.54.49.889000 PM
MySella,13003128,,GBS10981,-1,02/01/2025 11:39:22,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-JAN-25 11.39.22.371000 AM
MySella,13001800,,GBS09704,-1,20/01/2025 14:48:01,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,20-JAN-25 02.48.01.914000 PM
MySella,13001358,,GBS09134,-1,24/01/2025 18:04:54,,78.209.150.210,,INTERNET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,24-JAN-25 06.04.54.235000 PM
MySella,,6199,SHBADK,1514284,10/01/2025 17:03:35,,213.218.53.172,,INTRANET,DIPENDENTE,099D02,,1483455,RUMODHR_FL_NW_REQ,,,,,,,,,,,SUCCESS,Normal user tries to create new Provvidenza request for a child,Gestione Amministrativa del Personale,SBAI481,dispositiva non contabile,Back-Office,,,10-JAN-25 05.03.35.804000 PM
MySella,13002737,,GBS10416,-1,02/01/2025 10:46:40,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-JAN-25 10.46.40.194000 AM
MySella,,13002504,SIB868,13133697,02/01/2025 10:54:18,,213.218.53.172,,INTRANET,DIPENDENTE,099329,,1367924,RUMODHR_BORE_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagli utente per Scelta orario di lavoro,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,02-JAN-25 10.54.18.652000 AM
MySella,13002577,,GBS10197,-1,23/01/2025 17:49:17,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,23-JAN-25 05.49.17.956000 PM
MySella,13001924,,GBS09806,-1,28/01/2025 14:28:28,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-JAN-25 02.28.28.736000 PM
MySella,13001546,,GBS08979,-1,24/01/2025 14:25:40,,5.90.27.31,,INTERNET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,24-JAN-25 02.25.40.700000 PM
MySella,9958,,GBS04996,-1,02/01/2025 11:36:08,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-JAN-25 11.36.08.231000 AM
MySella,16347,,GBS06576,-1,02/01/2025 09:03:27,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-JAN-25 09.03.27.846000 AM
MySella,13003128,,GBS10981,-1,02/01/2025 11:39:27,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-JAN-25 11.39.27.444000 AM
MySella,13002170,,GBS09702,-1,02/01/2025 08:29:14,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-JAN-25 08.29.14.207000 AM
MySella,10966,,GBS05292,-1,10/01/2025 15:56:46,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,10-JAN-25 03.56.46.579000 PM
MySella,18431,18431,SIB595,11989967,15/01/2025 09:32:27,,213.218.53.172,,INTRANET,DIPENDENTE,099618,,1367924,RUMODHR_FLGT_FN_BCH,,,,,,,,,,,SUCCESS,HR user tries to load Funzioni Batch,Gestione Amministrativa del Personale,SBAI481,dispositiva non contabile,Back-Office,,,15-JAN-25 09.32.27.450000 AM
MySella,15676,,GBS05800,-1,02/01/2025 11:01:13,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-JAN-25 11.01.13.702000 AM
MySella,17650,,GBS06581,-1,10/01/2025 17:19:50,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,10-JAN-25 05.19.50.962000 PM
MySella,,6199,SHBADK,1514284,10/01/2025 17:04:22,,213.218.53.172,,INTRANET,DIPENDENTE,099D02,,1483455,RUMODHR_FL_INS_ANS,,,,,,,,,,,SUCCESS,HR/Normal user tries to update the answer,Gestione Amministrativa del Personale,SBAI481,dispositiva non contabile,Back-Office,,,10-JAN-25 05.04.22.378000 PM
MySella,9685,,GBS07109,-1,02/01/2025 09:06:20,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-JAN-25 09.06.20.634000 AM
