name,timestamp,case_id
DISMISSIONE UTENTE,12-NOV-24 08.09.23.000000 AM,GBS09416
DISMISSIONE UTENTE,12-NOV-24 11.42.00.000000 AM,GBS08918
DISMISSIONE UTENTE,30-OCT-24 07.34.04.000000 PM,GBS08656
CREAZIONE UTENTE,09-FEB-24 08.27.00.000000 AM,GBS09829
CREAZIONE UTENTE,14-FEB-24 01.19.00.000000 PM,GBS09848
CREAZIONE UTENTE,14-FEB-24 01.19.00.000000 PM,GBS01536
DISMISSIONE UTENTE,16-FEB-24 08.00.20.000000 AM,GBS07946
CREAZIONE UTENTE,09-FEB-24 01.45.22.000000 PM,GBS
CREAZIONE UTENTE,12-FEB-24 11.27.00.000000 AM,GBS09838
CREAZIONE UTENTE,12-MAY-25 08.14.18.000000 PM,GBS11547
CREAZIONE UTENTE,12-MAY-25 08.14.18.000000 PM,GBS11547
CREAZIONE UTENTE,13-MAY-25 02.14.00.000000 PM,GBS11540
CREAZIONE UTENTE,30-APR-25 08.10.00.000000 AM,GBS11518
DISMISSIONE UTENTE,30-APR-25 08.14.00.000000 AM,GBS08993
DISMISSIONE UTENTE,30-APR-25 02.36.21.000000 PM,GBS
DISMISSIONE UTENTE,09-MAY-25 11.56.00.000000 AM,GBS09894
CREAZIONE UTENTE,09-MAY-25 06.36.50.000000 PM,GBS
CREAZIONE UTENTE,30-APR-25 08.49.00.000000 AM,GBS11519
EXCHANGE MODIFICA UTENTE,02-MAY-25 08.09.00.000000 AM,GBS
EXCHANGE MODIFICA UTENTE,09-MAY-25 08.20.50.000000 PM,GBS10800
EXCHANGE MODIFICA UTENTE,09-MAY-25 08.20.50.000000 PM,GBS11544
EXCHANGE MODIFICA UTENTE,09-MAY-25 08.20.50.000000 PM,GBS10800
EXCHANGE MODIFICA UTENTE,09-MAY-25 08.20.50.000000 PM,GBS11544
CREAZIONE UTENTE,31-JAN-24 12.48.14.000000 PM,GBS09808
CREAZIONE UTENTE,31-JAN-24 02.50.05.000000 PM,GBS09812
DISMISSIONE UTENTE,02-JAN-24 10.10.51.000000 AM,GBS01957
CREAZIONE UTENTE,24-JAN-24 02.33.46.000000 PM,GBS09776
DISMISSIONE UTENTE,26-JAN-24 08.34.22.000000 AM,GBS04670
DISMISSIONE UTENTE,26-JAN-24 02.25.00.000000 PM,GBS08561
DISMISSIONE UTENTE,26-JAN-24 02.25.00.000000 PM,GBS00082
DISMISSIONE UTENTE,26-JAN-24 02.25.00.000000 PM,GBS06639
PROROGA UTENTE,03-JAN-24 11.44.00.000000 AM,GBS08260
PROROGA UTENTE,03-JAN-24 03.57.34.000000 PM,GBS
CREAZIONE UTENTE,30-JAN-24 10.33.00.000000 AM,GBS09786
CREAZIONE UTENTE,30-JAN-24 10.33.00.000000 AM,GBS09787
DISMISSIONE UTENTE,31-JAN-24 02.46.13.000000 PM,GBS
CREAZIONE UTENTE,20-JUN-25 06.16.41.000000 PM,GBS11696
DISMISSIONE UTENTE,03-JAN-24 09.30.09.000000 AM,GBS06543
DISMISSIONE UTENTE,03-JAN-24 09.32.00.000000 AM,GBS02451
DISMISSIONE UTENTE,03-JAN-24 09.32.00.000000 AM,GBS02447
CREAZIONE UTENTE,24-JAN-24 01.47.55.000000 PM,GBS09775
CREAZIONE UTENTE,25-JAN-24 12.17.22.000000 PM,GBS09780
PROROGA UTENTE,02-JAN-24 01.21.00.000000 PM,GBS
EXCHANGE MODIFICA UTENTE,30-APR-25 08.39.43.000000 PM,GBS10179
EXCHANGE MODIFICA UTENTE,30-APR-25 08.39.43.000000 PM,GBS11487
DISMISSIONE UTENTE,05-MAY-25 11.59.35.000000 AM,GBS10483
DISMISSIONE UTENTE,05-MAY-25 11.59.35.000000 AM,GBS11167
DISMISSIONE UTENTE,02-MAY-25 02.57.00.000000 PM,GBS10524
CREAZIONE UTENTE,30-APR-25 07.41.12.000000 PM,GBS11522
CREAZIONE UTENTE,30-APR-25 07.18.59.000000 PM,GBS11523
EXCHANGE MODIFICA UTENTE,02-MAY-25 08.01.00.000000 AM,GBS11527
DISMISSIONE UTENTE,06-MAY-25 07.45.00.000000 AM,GBS08530
EXCHANGE MODIFICA UTENTE,29-APR-25 06.54.01.000000 PM,GBS09131
EXCHANGE MODIFICA UTENTE,29-APR-25 06.54.01.000000 PM,GBS11516
EXCHANGE MODIFICA UTENTE,29-APR-25 06.54.01.000000 PM,GBS09131
DISMISSIONE UTENTE,08-MAY-25 01.10.40.000000 PM,GBS09707
DISMISSIONE UTENTE,08-MAY-25 01.10.40.000000 PM,GBS09707
CREAZIONE UTENTE,12-MAY-25 07.57.07.000000 PM,GBS11553
CREAZIONE UTENTE,01-MAY-25 12.53.14.000000 PM,GBS11486
CREAZIONE UTENTE,01-MAY-25 12.53.14.000000 PM,GBS11480
CREAZIONE UTENTE,01-MAY-25 12.53.14.000000 PM,GBS11487
CREAZIONE UTENTE,01-MAY-25 12.53.14.000000 PM,GBS11482
DISMISSIONE UTENTE,02-MAY-25 11.19.00.000000 AM,GBS02328
DISMISSIONE UTENTE,05-MAY-25 12.46.05.000000 PM,GBS10153
DISMISSIONE UTENTE,05-MAY-25 12.46.05.000000 PM,GBS09137
CREAZIONE UTENTE,06-MAY-25 06.18.41.000000 PM,GBS11532
EXCHANGE MODIFICA UTENTE,30-APR-25 08.21.48.000000 PM,GBS07231
EXCHANGE MODIFICA UTENTE,30-APR-25 08.21.48.000000 PM,GBS11482
CREAZIONE UTENTE,08-MAY-25 02.40.47.000000 PM,GBS07934
EXCHANGE MODIFICA UTENTE,09-MAY-25 01.19.42.000000 PM,GBS09280
CREAZIONE UTENTE,09-MAY-25 08.40.33.000000 PM,GBS11545
CREAZIONE UTENTE,09-MAY-25 08.40.33.000000 PM,GBS09143
EXCHANGE MODIFICA UTENTE,11-NOV-24 03.21.04.000000 PM,GBS06472
CREAZIONE UTENTE,30-OCT-24 06.45.42.000000 PM,GBS10113
CREAZIONE UTENTE,30-OCT-24 06.45.42.000000 PM,GBS10783
CREAZIONE UTENTE,05-NOV-24 09.16.00.000000 AM,GBS10795
CREAZIONE UTENTE,11-NOV-24 07.38.28.000000 PM,GBS
CREAZIONE UTENTE,11-NOV-24 08.08.30.000000 PM,GBS
DISMISSIONE UTENTE,21-JAN-25 07.11.39.000000 PM,GBS
CREAZIONE UTENTE,22-JAN-25 06.27.56.000000 PM,GBS11148
EXCHANGE MODIFICA UTENTE,27-JAN-25 10.55.00.000000 AM,GBS08275
PROROGA UTENTE,27-JAN-25 12.10.52.000000 PM,GBS09299
PROROGA UTENTE,27-JAN-25 12.10.52.000000 PM,GBS08787
PROROGA UTENTE,27-JAN-25 12.10.52.000000 PM,GBS10708
DISMISSIONE UTENTE,27-JAN-25 01.21.48.000000 PM,GBS08187
CREAZIONE UTENTE,27-JAN-25 06.52.37.000000 PM,GBS11162
CREAZIONE UTENTE,22-JAN-25 07.37.06.000000 PM,GBS11150
CREAZIONE UTENTE,24-JAN-25 06.17.38.000000 PM,GBS11160
CREAZIONE UTENTE,29-JAN-25 07.33.18.000000 PM,GBS11181
DISMISSIONE UTENTE,10-JUL-24 06.18.31.000000 PM,GBS
DISMISSIONE UTENTE,10-JUL-24 05.59.00.000000 PM,GBS
DISMISSIONE UTENTE,10-JUL-24 05.54.00.000000 PM,GBS
EXCHANGE MODIFICA UTENTE,03-JUL-24 11.41.00.000000 AM,GBS
DISMISSIONE UTENTE,10-JUL-24 06.41.31.000000 PM,GBS
CREAZIONE UTENTE,27-JUN-24 07.18.46.000000 PM,GBS10377
CREAZIONE UTENTE,28-JUN-24 07.47.15.000000 PM,GBS10333
CREAZIONE UTENTE,01-JUL-24 09.42.54.000000 AM,GBS10383
EXCHANGE MODIFICA UTENTE,02-JUL-24 06.26.00.000000 PM,GBS06501
CREAZIONE UTENTE,05-JUL-24 04.52.57.000000 PM,GBS10396
DISMISSIONE UTENTE,09-JUL-24 12.43.15.000000 PM,GBS10049
DISMISSIONE UTENTE,09-JUL-24 12.52.00.000000 PM,GBS07146
PROROGA UTENTE,23-OCT-24 05.41.00.000000 PM,GBS
CREAZIONE UTENTE,06-JUN-25 07.32.48.000000 PM,GBS11655
CREAZIONE UTENTE,06-JUN-25 07.32.48.000000 PM,GBS11655
CREAZIONE UTENTE,29-MAY-25 06.39.00.000000 PM,GBS11608
CREAZIONE UTENTE,04-JUN-25 06.40.48.000000 PM,GBS11631
DISMISSIONE UTENTE,05-JUN-25 01.13.59.000000 PM,GBS06121
CREAZIONE UTENTE,05-JUN-25 07.11.07.000000 PM,GBS11639
CREAZIONE UTENTE,06-JUN-25 07.57.38.000000 AM,GBS11646
CREAZIONE UTENTE,06-JUN-25 06.47.46.000000 PM,GBS11651
CREAZIONE UTENTE,28-MAY-25 07.26.17.000000 AM,GBS
EXCHANGE MODIFICA UTENTE,29-MAY-25 06.26.00.000000 PM,GBS11607
DISMISSIONE UTENTE,05-JUN-25 11.44.54.000000 AM,GBS
CREAZIONE UTENTE,24-JUN-24 07.55.32.000000 PM,GBS10350
CREAZIONE UTENTE,07-MAY-24 10.15.51.000000 AM,GBS
CREAZIONE UTENTE,07-MAY-24 10.15.51.000000 AM,GBS
DISMISSIONE UTENTE,02-MAY-24 12.39.39.000000 PM,GBS08894
DISMISSIONE UTENTE,29-APR-24 10.23.59.000000 AM,GBS08720
EXCHANGE MODIFICA UTENTE,26-APR-24 01.49.00.000000 PM,GBS
DISMISSIONE UTENTE,11-JUN-24 09.15.18.000000 AM,GBS07928
PROROGA UTENTE,02-JAN-24 02.10.44.000000 PM,GBS
PROROGA UTENTE,03-JAN-24 11.39.00.000000 AM,GBS
CREAZIONE UTENTE,03-JAN-24 12.56.00.000000 PM,GBS09676
CREAZIONE UTENTE,30-JAN-24 09.46.00.000000 AM,GBS09777
CREAZIONE UTENTE,30-JAN-24 09.46.00.000000 AM,GBS09777
CREAZIONE UTENTE,30-JAN-24 09.46.00.000000 AM,GBS09777
EXCHANGE MODIFICA UTENTE,29-JAN-24 10.40.00.000000 AM,GBS06981
DISMISSIONE UTENTE,30-JAN-24 03.44.00.000000 PM,GBS
PROROGA UTENTE,03-JAN-24 07.21.00.000000 AM,GBS09146
CREAZIONE UTENTE,05-FEB-24 01.47.00.000000 PM,GBS
CREAZIONE UTENTE,30-JAN-24 07.29.35.000000 AM,GBS09797
PROROGA UTENTE,02-JAN-24 11.33.00.000000 AM,GBS
PROROGA UTENTE,23-JAN-25 11.11.00.000000 AM,GBS09918
CREAZIONE UTENTE,23-JAN-25 06.04.03.000000 PM,GBS11153
PROROGA UTENTE,27-JAN-25 01.34.00.000000 PM,GBS09669
PROROGA UTENTE,27-JAN-25 01.34.00.000000 PM,GBS09845
CREAZIONE UTENTE,24-JAN-25 07.15.06.000000 PM,GBS
CREAZIONE UTENTE,24-JAN-25 06.24.06.000000 PM,GBS
CREAZIONE UTENTE,11-NOV-24 05.25.00.000000 PM,GBS
DISMISSIONE UTENTE,12-NOV-24 10.25.00.000000 AM,GBS09439
CREAZIONE UTENTE,04-NOV-24 07.24.20.000000 PM,GBS10793
CREAZIONE UTENTE,04-NOV-24 07.24.20.000000 PM,GBS10794
EXCHANGE MODIFICA UTENTE,04-NOV-24 07.28.36.000000 PM,GBS10767
EXCHANGE MODIFICA UTENTE,04-NOV-24 07.28.36.000000 PM,GBS
EXCHANGE MODIFICA UTENTE,06-NOV-24 10.07.00.000000 AM,GBS03334
CREAZIONE UTENTE,06-NOV-24 07.54.08.000000 PM,GBS10804
CREAZIONE UTENTE,06-JUN-25 01.03.00.000000 PM,GBS11649
EXCHANGE MODIFICA UTENTE,30-MAY-25 06.54.20.000000 PM,GBS11011
EXCHANGE MODIFICA UTENTE,30-MAY-25 06.54.20.000000 PM,GBS11593
EXCHANGE MODIFICA UTENTE,30-MAY-25 06.54.20.000000 PM,GBS11011
EXCHANGE MODIFICA UTENTE,30-MAY-25 06.54.20.000000 PM,GBS11593
DISMISSIONE UTENTE,03-JUN-25 01.25.21.000000 PM,GBS07410
DISMISSIONE UTENTE,04-JUN-25 01.37.00.000000 PM,GBS03174
DISMISSIONE UTENTE,04-JUN-25 02.35.52.000000 PM,GBS00089
DISMISSIONE UTENTE,04-JUN-25 02.35.52.000000 PM,GBS09198
DISMISSIONE UTENTE,06-JUN-25 03.08.13.000000 PM,GBS10368
PROROGA UTENTE,11-DEC-24 02.47.00.000000 PM,GBS09151
PROROGA UTENTE,11-DEC-24 02.45.00.000000 PM,GBS
PROROGA UTENTE,11-DEC-24 01.24.00.000000 PM,GBS09880
PROROGA UTENTE,11-DEC-24 03.00.00.000000 PM,GBS08949
PROROGA UTENTE,11-DEC-24 03.00.00.000000 PM,GBS08614
PROROGA UTENTE,11-DEC-24 03.00.00.000000 PM,GBS08107
PROROGA UTENTE,11-DEC-24 12.46.25.000000 PM,GBS10645
PROROGA UTENTE,11-DEC-24 12.46.25.000000 PM,GBS10057
PROROGA UTENTE,17-DEC-24 05.00.43.000000 PM,GBS08910
CREAZIONE UTENTE,06-DEC-24 06.21.14.000000 PM,GBS10993
CREAZIONE UTENTE,10-DEC-24 06.40.23.000000 PM,GBS11002
CREAZIONE UTENTE,10-DEC-24 06.40.23.000000 PM,GBS11002
CREAZIONE UTENTE,10-DEC-24 06.28.19.000000 PM,GBS11005
CREAZIONE UTENTE,10-DEC-24 06.28.19.000000 PM,GBS11006
PROROGA UTENTE,12-DEC-24 11.38.00.000000 AM,GBS07698
PROROGA UTENTE,12-DEC-24 11.38.00.000000 AM,GBS07630
PROROGA UTENTE,12-DEC-24 03.40.00.000000 PM,GBS10296
PROROGA UTENTE,12-DEC-24 03.40.00.000000 PM,GBS10297
PROROGA UTENTE,12-DEC-24 03.40.00.000000 PM,GBS10308
PROROGA UTENTE,12-DEC-24 05.58.11.000000 PM,GBS10375
PROROGA UTENTE,12-DEC-24 05.58.11.000000 PM,GBS10396
PROROGA UTENTE,12-DEC-24 05.58.11.000000 PM,GBS10397
PROROGA UTENTE,12-DEC-24 03.45.00.000000 PM,GBS10855
PROROGA UTENTE,12-DEC-24 03.45.00.000000 PM,GBS10431
PROROGA UTENTE,12-DEC-24 03.45.00.000000 PM,GBS10562
EXCHANGE MODIFICA UTENTE,16-DEC-24 06.37.11.000000 PM,GBS09404
EXCHANGE MODIFICA UTENTE,16-DEC-24 06.47.25.000000 PM,GBS
CREAZIONE UTENTE,17-MAY-24 06.49.52.000000 PM,GBS10204
CREAZIONE UTENTE,27-MAY-24 06.12.00.000000 PM,GBS10228
CREAZIONE UTENTE,27-MAY-24 06.12.00.000000 PM,GBS10229
DISMISSIONE UTENTE,17-MAY-24 08.05.23.000000 AM,GBS02782
CREAZIONE UTENTE,23-MAY-24 07.22.06.000000 PM,GBS10219
DISMISSIONE UTENTE,17-OCT-24 08.06.00.000000 AM,GBS10282
CREAZIONE UTENTE,18-OCT-24 06.22.55.000000 PM,GBS10740
CREAZIONE UTENTE,18-OCT-24 06.22.55.000000 PM,GBS10741
CREAZIONE UTENTE,18-OCT-24 06.22.55.000000 PM,GBS10742
CREAZIONE UTENTE,18-OCT-24 06.55.15.000000 PM,GBS10745
CREAZIONE UTENTE,18-OCT-24 07.09.33.000000 PM,GBS10739
CREAZIONE UTENTE,22-OCT-24 05.53.37.000000 PM,GBS10756
CREAZIONE UTENTE,14-FEB-25 05.42.37.000000 PM,GBS11228
CREAZIONE UTENTE,19-FEB-25 06.40.51.000000 PM,GBS11252
DISMISSIONE UTENTE,20-FEB-25 09.34.04.000000 AM,GBS04886
PROROGA UTENTE,19-FEB-25 03.45.41.000000 PM,GBS
CREAZIONE UTENTE,21-FEB-25 07.09.04.000000 PM,GBS11257
CREAZIONE UTENTE,21-FEB-25 07.09.04.000000 PM,GBS11257
CREAZIONE UTENTE,21-FEB-25 03.54.00.000000 PM,GBS11263
DISMISSIONE UTENTE,19-FEB-25 12.35.13.000000 PM,GBS04886
CREAZIONE UTENTE,19-FEB-25 07.01.38.000000 PM,GBS11254
CREAZIONE UTENTE,06-NOV-24 07.47.48.000000 PM,GBS10803
CREAZIONE UTENTE,31-OCT-24 07.32.38.000000 PM,GBS10791
CREAZIONE UTENTE,08-NOV-24 08.19.00.000000 AM,GBS
CREAZIONE UTENTE,22-MAY-24 07.36.50.000000 AM,GBS10215
CREAZIONE UTENTE,20-MAY-24 08.09.59.000000 PM,GBS
CREAZIONE UTENTE,20-MAY-24 08.09.59.000000 PM,GBS
DISMISSIONE UTENTE,09-JUL-24 02.29.13.000000 PM,GBS09405
DISMISSIONE UTENTE,10-JUL-24 06.33.16.000000 PM,GBS
CREAZIONE UTENTE,11-JUL-24 06.33.49.000000 PM,GBS
CREAZIONE UTENTE,28-JUN-24 07.55.00.000000 PM,GBS10382
DISMISSIONE UTENTE,04-JUL-24 03.59.26.000000 PM,GBS07964
CREAZIONE UTENTE,08-JUL-24 10.06.13.000000 AM,GBS10399
DISMISSIONE UTENTE,09-JUL-24 12.53.00.000000 PM,GBS09819
DISMISSIONE UTENTE,09-JUL-24 12.55.00.000000 PM,GBS09467
CREAZIONE UTENTE,27-JUN-24 07.04.19.000000 PM,GBS10335
DISMISSIONE UTENTE,02-JUL-24 08.26.00.000000 AM,GBS02342
DISMISSIONE UTENTE,02-JUL-24 08.26.00.000000 AM,GBS06873
DISMISSIONE UTENTE,02-JUL-24 08.26.00.000000 AM,GBS08589
DISMISSIONE UTENTE,02-JUL-24 08.26.00.000000 AM,GBS07597
EXCHANGE MODIFICA UTENTE,02-JUL-24 06.29.11.000000 PM,GBS08149
CREAZIONE UTENTE,08-JUL-24 04.32.48.000000 PM,GBS10397
EXCHANGE MODIFICA UTENTE,08-JUL-24 04.39.08.000000 PM,GBS
CREAZIONE UTENTE,29-APR-25 07.46.10.000000 AM,GBS11512
CREAZIONE UTENTE,14-APR-25 06.37.25.000000 PM,GBS11474
CREAZIONE UTENTE,17-APR-25 03.18.00.000000 PM,GBS11481
CREAZIONE UTENTE,29-APR-25 07.46.10.000000 AM,GBS11512
CREAZIONE UTENTE,15-APR-25 02.34.00.000000 PM,GBS11475
CREAZIONE UTENTE,11-NOV-24 08.10.00.000000 AM,GBS10809
CREAZIONE UTENTE,11-NOV-24 08.10.00.000000 AM,GBS10809
CREAZIONE UTENTE,06-NOV-24 07.50.55.000000 AM,GBS10797
DISMISSIONE UTENTE,06-NOV-24 08.13.06.000000 AM,GBS09858
DISMISSIONE UTENTE,11-NOV-24 08.45.37.000000 AM,GBS10470
CREAZIONE UTENTE,11-NOV-24 08.02.56.000000 PM,GBS
CREAZIONE UTENTE,07-NOV-24 07.29.49.000000 PM,GBS05544
EXCHANGE MODIFICA UTENTE,14-MAR-24 12.44.00.000000 PM,GBS00509
CREAZIONE UTENTE,05-MAR-24 03.26.08.000000 PM,GBS09912
CREAZIONE UTENTE,06-MAR-24 03.11.33.000000 PM,GBS09921
EXCHANGE MODIFICA UTENTE,11-MAR-24 07.17.54.000000 AM,GBS09264
EXCHANGE MODIFICA UTENTE,11-MAR-24 07.17.54.000000 AM,GBS09976
CREAZIONE UTENTE,12-MAR-24 01.55.00.000000 PM,GBS09985
DISMISSIONE UTENTE,14-MAR-24 01.21.08.000000 PM,GBS02248
CREAZIONE UTENTE,06-MAR-24 05.38.00.000000 PM,GBS09923
CREAZIONE UTENTE,06-MAR-24 05.38.00.000000 PM,GBS09264
CREAZIONE UTENTE,06-MAR-24 05.38.00.000000 PM,GBS09976
EXCHANGE MODIFICA UTENTE,18-SEP-24 07.55.33.000000 AM,GBS10630
CREAZIONE UTENTE,10-SEP-24 08.08.24.000000 PM,GBS
CREAZIONE UTENTE,12-SEP-24 07.00.28.000000 PM,GBS10616
PROROGA UTENTE,04-SEP-24 10.26.42.000000 AM,GBS
CREAZIONE UTENTE,10-SEP-24 08.14.53.000000 PM,GBS10598
CREAZIONE UTENTE,10-SEP-24 08.28.32.000000 PM,GBS10600
CREAZIONE UTENTE,12-SEP-24 06.30.10.000000 PM,GBS10607
CREAZIONE UTENTE,12-SEP-24 06.30.10.000000 PM,GBS10608
CREAZIONE UTENTE,12-SEP-24 06.30.10.000000 PM,GBS10609
CREAZIONE UTENTE,13-SEP-24 07.04.09.000000 PM,GBS10624
DISMISSIONE UTENTE,05-JUL-24 09.43.50.000000 AM,GBS09904
CREAZIONE UTENTE,08-JUL-24 05.05.13.000000 PM,GBS10402
CREAZIONE UTENTE,02-JUL-24 12.07.08.000000 PM,GBS10372
CREAZIONE UTENTE,02-JUL-24 12.07.08.000000 PM,GBS10372
PROROGA UTENTE,02-JUL-24 03.19.00.000000 PM,GBS10061
CREAZIONE UTENTE,21-MAY-24 07.05.19.000000 AM,GBS
CREAZIONE UTENTE,21-MAY-24 07.11.00.000000 AM,GBS
CREAZIONE UTENTE,27-MAY-24 05.44.00.000000 PM,GBS10222
CREAZIONE UTENTE,20-MAY-24 05.54.00.000000 PM,GBS10211
CREAZIONE UTENTE,28-MAY-24 07.11.00.000000 PM,GBS10231
CREAZIONE UTENTE,28-MAY-24 07.11.00.000000 PM,GBS10232
CREAZIONE UTENTE,28-MAY-24 07.11.00.000000 PM,GBS10233
CREAZIONE UTENTE,16-MAY-24 07.36.02.000000 PM,GBS10197
CREAZIONE UTENTE,16-MAY-24 07.36.02.000000 PM,GBS10198
CREAZIONE UTENTE,16-MAY-24 07.36.02.000000 PM,GBS10200
CREAZIONE UTENTE,20-MAY-24 08.09.59.000000 PM,GBS
CREAZIONE UTENTE,21-MAY-24 11.18.06.000000 AM,GBS
CREAZIONE UTENTE,20-MAY-24 05.59.00.000000 PM,GBS10209
DISMISSIONE UTENTE,16-MAY-24 08.51.05.000000 AM,GBS
DISMISSIONE UTENTE,20-MAY-24 02.59.41.000000 PM,GBS10051
CREAZIONE UTENTE,20-MAY-24 05.36.00.000000 PM,GBS10210
CREAZIONE UTENTE,22-MAY-24 06.38.37.000000 PM,GBS
DISMISSIONE UTENTE,02-JUL-24 02.40.00.000000 PM,GBS
DISMISSIONE UTENTE,02-OCT-24 10.02.47.000000 AM,GBS09306
DISMISSIONE UTENTE,02-OCT-24 10.02.47.000000 AM,GBS10078
DISMISSIONE UTENTE,02-OCT-24 10.02.47.000000 AM,GBS07462
CREAZIONE UTENTE,28-MAY-24 05.38.00.000000 PM,GBS10230
CREAZIONE UTENTE,03-JUN-24 06.06.50.000000 PM,GBS10256
DISMISSIONE UTENTE,04-JUN-24 06.36.21.000000 PM,GBS08853
DISMISSIONE UTENTE,04-JUN-24 06.36.21.000000 PM,GBS01104
DISMISSIONE UTENTE,04-JUN-24 03.51.13.000000 PM,GBS
EXCHANGE MODIFICA UTENTE,03-JUL-24 11.27.24.000000 AM,GBS
CREAZIONE UTENTE,24-SEP-24 06.40.50.000000 PM,GBS10634
CREAZIONE UTENTE,08-JAN-25 06.39.36.000000 PM,GBS11076
CREAZIONE UTENTE,29-APR-24 12.18.58.000000 PM,GBS10165
CREAZIONE UTENTE,29-APR-24 12.18.58.000000 PM,GBS10164
DISMISSIONE UTENTE,19-APR-24 04.09.00.000000 PM,GBS08205
CREAZIONE UTENTE,18-OCT-24 07.38.15.000000 PM,GBS10743
CREAZIONE UTENTE,18-OCT-24 07.38.15.000000 PM,GBS10744
DISMISSIONE UTENTE,18-OCT-24 04.29.00.000000 PM,GBS10622
CREAZIONE UTENTE,23-OCT-24 05.47.32.000000 PM,GBS10759
DISMISSIONE UTENTE,18-OCT-24 09.41.52.000000 AM,GBS08733
CREAZIONE UTENTE,25-OCT-24 05.31.40.000000 PM,GBS10770
CREAZIONE UTENTE,25-OCT-24 05.31.40.000000 PM,GBS10770
CREAZIONE UTENTE,03-APR-24 01.24.15.000000 PM,GBS10056
CREAZIONE UTENTE,01-APR-24 08.10.06.000000 AM,GBS10043
CREAZIONE UTENTE,04-JAN-24 05.38.00.000000 PM,GBS09723
CREAZIONE UTENTE,23-JAN-24 01.25.43.000000 PM,GBS09770
DISMISSIONE UTENTE,19-SEP-24 07.41.40.000000 PM,GBS08758
DISMISSIONE UTENTE,19-SEP-24 01.10.00.000000 PM,GBS08988
CREAZIONE UTENTE,03-SEP-24 07.19.26.000000 PM,GBS10575
CREAZIONE UTENTE,03-APR-24 03.37.20.000000 PM,GBS
CREAZIONE UTENTE,03-APR-24 03.37.20.000000 PM,GBS05277
CREAZIONE UTENTE,03-APR-24 03.37.20.000000 PM,GBS05465
DISMISSIONE UTENTE,08-JAN-24 05.34.44.000000 PM,GBS05867
CREAZIONE UTENTE,19-JUN-25 06.09.45.000000 PM,GBS11691
CREAZIONE UTENTE,19-JUN-25 06.09.45.000000 PM,GBS11692
CREAZIONE UTENTE,23-JAN-24 11.58.00.000000 AM,GBS09738
CREAZIONE UTENTE,19-SEP-24 07.16.19.000000 PM,GBS10640
EXCHANGE MODIFICA UTENTE,16-SEP-24 01.24.00.000000 PM,GBS
CREAZIONE UTENTE,11-SEP-24 07.06.44.000000 PM,GBS10606
CREAZIONE UTENTE,09-SEP-24 07.49.00.000000 PM,GBS10591
EXCHANGE MODIFICA UTENTE,19-APR-24 03.34.00.000000 PM,GBS10122
EXCHANGE MODIFICA UTENTE,19-APR-24 03.34.00.000000 PM,GBS09000
EXCHANGE MODIFICA UTENTE,27-MAR-24 07.26.00.000000 AM,GBS08282
EXCHANGE MODIFICA UTENTE,27-MAR-24 07.26.00.000000 AM,GBS07498
EXCHANGE MODIFICA UTENTE,27-MAR-24 07.26.00.000000 AM,GBS07574
