order_id,material_name,material_code,quantity,unit_price,total_price,order_date,employee_id,status,region,is_free_text,Prediction,Probability
774,basket,626934340-2,17,580,9860,8/9/2025,EMP-034,Closed,North,False,basket,0.81
634,blender,,4,620,2480,3/4/2025,EMP-029,Cancelled,West,True,blender,0.81
233,post-it notes,999861710-3,12,890,10680,7/27/2025,EMP-024,Open,East,False,post-it notes,0.97
941,bed,924658502-X,8,530,4240,4/5/2025,EMP-030,Open,North,False,bed,0.99
92,clteaenr,,15,380,5700,1/2/2025,EMP-027,Open,South,True,N,0.11
125,wipes,883506337-X,18,840,15120,7/27/2025,EMP-024,Open,East,False,wipes,0.92
998,brush,964499575-9,1,800,800,7/17/2025,EMP-042,Open,North,False,brush,0.93
176,garbage bags,808418777-5,20,630,12600,4/5/2025,EMP-030,Open,North,False,garbage bags,0.98
18,shampoo and conditioner,064144339-0,9,840,7560,8/28/2025,EMP-025,Closed,West,False,shampoo and conditioner,0.64
303,mirror,595523540-X,18,530,9540,5/25/2025,EMP-022,Closed,North,False,mirror,0.96
681,dish soap dispenser,184484650-4,3,880,2640,5/6/2025,EMP-031,Closed,South,False,soap holder,0.72
543,mirror,595523540-X,10,530,5300,2/3/2025,EMP-028,Closed,East,False,mirror,0.96
590,printer,657655002-2,5,720,3600,4/5/2025,EMP-030,Open,North,False,printer,0.98
779,dustpan,643930835-1,16,640,10240,4/14/2025,EMP-039,Open,South,False,N,0.11
455,lamp,663027687-6,14,600,8400,4/5/2025,EMP-030,Open,North,False,lamp,0.99
494,chair,022690822-4,4,840,3360,7/8/2025,EMP-033,Open,West,False,chair,1
248,scale,,11,580,6380,4/5/2025,EMP-030,Open,North,True,scale,1
721,microwave,340193091-5,16,820,13120,9/1/2025,EMP-026,Cancelled,North,False,microwave,0.96
297,peeler,178457739-1,6,790,4740,8/9/2025,EMP-034,Closed,North,False,peeler,0.99
922,wall hooks,892341584-7,11,510,5610,3/4/2025,EMP-029,Cancelled,West,False,wall hooks,0.92
961,ice tray,137224100-0,14,870,12180,6/7/2025,EMP-032,Cancelled,East,False,ice tray,0.81
502,whisk,980036639-3,4,760,3040,6/26/2025,EMP-023,Cancelled,South,False,whisk,0.97
771,basket,626934340-2,13,580,7540,5/6/2025,EMP-031,Closed,South,False,basket,0.81
152,rug,462338743-7,13,680,8840,7/27/2025,EMP-024,Open,East,False,rug,1
510,cleaner,,3,490,1470,5/25/2025,EMP-022,Closed,North,True,cleaner,0.93
322,scale,051073236-4,11,1000,11000,6/26/2025,EMP-023,Cancelled,South,False,scale,1
867,potatoo masher,,3,760,2280,2/12/2025,EMP-037,Closed,West,True,potato masher,0.86
744,pillows,234111883-6,11,700,7700,5/6/2025,EMP-031,Closed,South,False,pillows,1
201,closet,594390988-5,5,940,4700,2/22/2025,EMP-019,Closed,South,False,N,0.23
410,dish soap dispenser,184484650-4,13,880,11440,4/24/2025,EMP-021,Open,West,False,soap holder,0.72
398,sink,653223938-0,15,820,12300,1/11/2025,EMP-036,Open,East,False,sink,0.95
818,dresser,,3,550,1650,7/8/2025,EMP-033,Open,West,True,N,0.28
377,rolling pin,618866491-8,3,680,2040,7/8/2025,EMP-033,Open,West,False,rolling pin,0.75
777,microwave,340193091-5,7,820,5740,2/12/2025,EMP-037,Closed,West,False,microwave,0.96
774,cutting board,288099785-2,15,990,14850,8/9/2025,EMP-034,Closed,North,False,cutting board,0.98
608,dish soap dispenser,184484650-4,1,880,880,4/5/2025,EMP-030,Open,North,False,soap holder,0.72
278,potato masher,248590984-9,17,930,15810,7/8/2025,EMP-033,Open,West,False,potato masher,0.86
581,scoop,241285508-0,2,530,1060,4/5/2025,EMP-030,Open,North,False,scoop,0.77
625,refrigerator,282374831-8,15,580,8700,3/4/2025,EMP-029,Cancelled,West,False,N,0.11
688,mop and bucket,376004237-6,7,970,6790,3/13/2025,EMP-038,Cancelled,North,False,mop and bucket,0.97
187,wipes,883506337-X,10,840,8400,6/7/2025,EMP-032,Cancelled,East,False,wipes,0.92
761,towel,128737223-6,6,590,3540,4/5/2025,EMP-030,Open,North,False,towel,0.71
4,potato masher,248590984-9,9,930,8370,3/23/2025,EMP-020,Cancelled,East,False,potato masher,0.86
168,spoon,522462286-7,8,650,5200,5/6/2025,EMP-031,Closed,South,False,N,0.51
796,fire extinguisher,532330577-0,5,990,4950,3/13/2025,EMP-038,Cancelled,North,False,fire extinguisher,0.87
646,garlic press,900394976-X,6,870,5220,6/7/2025,EMP-032,Cancelled,East,False,N,0.25
156,organizer,914279681-4,11,700,7700,2/3/2025,EMP-028,Closed,East,False,organizer,0.82
878,iron,220340584-8,16,570,9120,4/14/2025,EMP-039,Open,South,False,iron,0.98
885,lamp,663027687-6,10,600,6000,2/12/2025,EMP-037,Closed,West,False,lamp,0.99
42,rug,462338743-7,6,680,4080,5/25/2025,EMP-022,Closed,North,False,rug,1
420,blanket,843686442-5,2,740,1480,5/25/2025,EMP-022,Closed,North,False,blanket,0.94
307,ggcrater,,19,760,14440,9/1/2025,EMP-026,Cancelled,North,True,N,0.11
305,oster duraceramic air fryer,,13,360,4680,7/27/2025,EMP-024,Open,East,True,N,0.35
654,mirror,595523540-X,14,530,7420,5/6/2025,EMP-031,Closed,South,False,mirror,0.96
703,mitts,404975558-0,20,810,16200,9/1/2025,EMP-026,Cancelled,North,False,mitts,0.84
297,kettle,709740462-0,19,820,15580,8/9/2025,EMP-034,Closed,North,False,kettle,0.97
670,mop and bucket,376004237-6,15,970,14550,3/4/2025,EMP-029,Cancelled,West,False,mop and bucket,0.97
201,curtains,025355772-0,15,760,11400,2/22/2025,EMP-019,Closed,South,False,N,0.58
256,cwrtaino,,11,340,3740,3/4/2025,EMP-029,Cancelled,West,True,N,0.11
524,potato masher,248590984-9,20,930,18600,1/2/2025,EMP-027,Open,South,False,potato masher,0.86
360,scoop,241285508-0,12,530,6360,8/28/2025,EMP-025,Closed,West,False,scoop,0.77
652,shower,225448060-X,4,520,2080,3/4/2025,EMP-029,Cancelled,West,False,shower,0.86
460,bnnife,,20,240,4800,9/1/2025,EMP-026,Cancelled,North,True,N,0.11
907,fire extinguisher,532330577-0,19,990,18810,6/7/2025,EMP-032,Cancelled,East,False,fire extinguisher,0.87
441,cutting board,288099785-2,1,990,990,8/28/2025,EMP-025,Closed,West,False,cutting board,0.98
982,hard drive,305257897-9,5,960,4800,9/10/2025,EMP-035,Cancelled,South,False,hard drive,0.99
46,fire extinguisher,532330577-0,19,990,18810,9/1/2025,EMP-026,Cancelled,North,False,fire extinguisher,0.87
373,eggmesparator,,6,900,5400,3/4/2025,EMP-029,Cancelled,West,True,N,0.11
439,potato masher,,20,390,7800,6/7/2025,EMP-032,Cancelled,East,True,potato masher,0.86
229,garbage bags,808418777-5,18,630,11340,3/4/2025,EMP-029,Cancelled,West,False,garbage bags,0.98
164,clock,168566935-2,11,650,7150,1/2/2025,EMP-027,Open,South,False,clock,1
472,mop and bcket,,16,800,12800,3/4/2025,EMP-029,Cancelled,West,True,mop and bucket,0.94
717,magnets,122387572-5,13,990,12870,5/6/2025,EMP-031,Closed,South,False,magnets,0.99
580,cutting board,288099785-2,3,990,2970,3/4/2025,EMP-029,Cancelled,West,False,cutting board,0.98
962,paperweight,679193403-4,10,790,7900,7/8/2025,EMP-033,Open,West,False,N,0.29
656,bed,924658502-X,17,530,9010,7/8/2025,EMP-033,Open,West,False,bed,0.99
117,pillows,234111883-6,6,700,4200,8/28/2025,EMP-025,Closed,West,False,pillows,1
982,can opener,974835936-0,9,710,6390,9/10/2025,EMP-035,Cancelled,South,False,can opener,0.91
607,document shredder,670801635-4,2,710,1420,3/4/2025,EMP-029,Cancelled,West,False,document shredder,0.82
341,mop and bucket,376004237-6,8,970,7760,7/27/2025,EMP-024,Open,East,False,mop and bucket,0.97
288,television,544603778-2,6,770,4620,8/9/2025,EMP-034,Closed,North,False,N,0.24
983,llmp,,12,830,9960,1/11/2025,EMP-036,Open,East,True,N,0.11
92,table,467050186-0,12,760,9120,1/2/2025,EMP-027,Open,South,False,table,0.82
799,printer,,12,520,6240,6/16/2025,EMP-041,Cancelled,West,True,printer,0.98
858,table,467050186-0,6,760,4560,2/12/2025,EMP-037,Closed,West,False,table,0.82
173,toothpaste,620816128-2,1,610,610,1/2/2025,EMP-027,Open,South,False,toothpaste,0.97
38,cups,172931352-3,5,840,4200,1/2/2025,EMP-027,Open,South,False,cups,0.97
588,closet,594390988-5,1,940,940,2/12/2025,EMP-037,Closed,West,False,N,0.23
929,fire extinguisher,532330577-0,5,990,4950,1/11/2025,EMP-036,Open,East,False,fire extinguisher,0.87
527,magnets,122387572-5,6,990,5940,4/5/2025,EMP-030,Open,North,False,magnets,0.99
626,rug,462338743-7,11,680,7480,4/5/2025,EMP-030,Open,North,False,rug,1
650,toothbrush holder,187586370-2,11,970,10670,1/2/2025,EMP-027,Open,South,False,toothbrush holder,0.81
897,organizer,914279681-4,5,700,3500,5/15/2025,EMP-040,Closed,East,False,organizer,0.82
18,toothbrush holder,187586370-2,18,970,17460,8/28/2025,EMP-025,Closed,West,False,toothbrush holder,0.81
541,basket,626934340-2,18,580,10440,9/1/2025,EMP-026,Cancelled,North,False,basket,0.81
291,wall hooks,892341584-7,18,510,9180,2/3/2025,EMP-028,Closed,East,False,wall hooks,0.92
304,garlic press,900394976-X,14,870,12180,6/26/2025,EMP-023,Cancelled,South,False,N,0.25
197,cleaner,725090208-3,6,900,5400,7/8/2025,EMP-033,Open,West,False,cleaner,0.93
632,knife,642491412-9,10,940,9400,1/2/2025,EMP-027,Open,South,False,knife,1
221,rolling pin,618866491-8,16,680,10880,4/24/2025,EMP-021,Open,West,False,rolling pin,0.75
529,wi-fi router,993525470-4,15,850,12750,6/7/2025,EMP-032,Cancelled,East,False,wi-fi router,1
516,iron,220340584-8,6,570,3420,2/3/2025,EMP-028,Closed,East,False,iron,0.98
697,printer,,1,330,330,3/13/2025,EMP-038,Cancelled,North,True,printer,0.98
69,slippers,389703846-3,2,620,1240,5/6/2025,EMP-031,Closed,South,False,slippers,0.99
228,shower,225448060-X,18,520,9360,2/3/2025,EMP-028,Closed,East,False,shower,0.86
799,book,568190630-2,4,580,2320,6/16/2025,EMP-041,Cancelled,West,False,N,0.21
567,calendar,165706419-0,19,940,17860,8/9/2025,EMP-034,Closed,North,False,N,0.4
436,hard drive,305257897-9,16,960,15360,3/4/2025,EMP-029,Cancelled,West,False,hard drive,0.99
499,wall art,,7,170,1190,3/13/2025,EMP-038,Cancelled,North,True,wall art,0.69
27,television,544603778-2,5,770,3850,8/28/2025,EMP-025,Closed,West,False,N,0.24
319,dustpan,643930835-1,15,640,9600,3/4/2025,EMP-029,Cancelled,West,False,N,0.11
410,grater,095046965-3,13,960,12480,4/24/2025,EMP-021,Open,West,False,grater,0.99
99,extension cord,213627902-5,9,840,7560,8/9/2025,EMP-034,Closed,North,False,extension cord,0.73
426,blendteczdesigner series blender,,19,890,16910,2/3/2025,EMP-028,Closed,East,True,blender,0.81
675,tongs,734549797-6,12,690,8280,8/9/2025,EMP-034,Closed,North,False,tongs,0.99
762,toilet,054326310-X,14,920,12880,5/6/2025,EMP-031,Closed,South,False,toilet,0.78
829,dresser,389067558-1,16,870,13920,9/10/2025,EMP-035,Cancelled,South,False,N,0.28
52,sponges,510683927-0,6,530,3180,6/26/2025,EMP-023,Cancelled,South,False,N,0.11
144,raack,,20,830,16600,8/28/2025,EMP-025,Closed,West,True,N,0.11
928,garlic press,900394976-X,15,870,13050,9/10/2025,EMP-035,Cancelled,South,False,N,0.25
933,blendtec designer series blende,,5,990,4950,5/6/2025,EMP-031,Closed,South,True,N,0.11
525,dryer sheets,815821672-2,10,940,9400,2/3/2025,EMP-028,Closed,East,False,dryer sheets,0.72
854,chair,022690822-4,19,840,15960,7/8/2025,EMP-033,Open,West,False,chair,1
149,smoke detector,559164151-2,17,790,13430,4/5/2025,EMP-030,Open,North,False,smoke detector,0.94
759,tv remote,851653117-1,17,880,14960,2/12/2025,EMP-037,Closed,West,False,tv remote,0.68
920,sewing kit,745110210-6,1,980,980,1/2/2025,EMP-027,Open,South,False,sewing kit,0.67
72,potato masher,248590984-9,19,930,17670,8/28/2025,EMP-025,Closed,West,False,potato masher,0.86
368,desk,873005134-7,11,910,10010,7/8/2025,EMP-033,Open,West,False,desk,0.77
75,salt & pepper shakers,609097674-1,17,770,13090,2/3/2025,EMP-028,Closed,East,False,salt & pepper shakers,0.9
631,printer,657655002-2,3,720,2160,9/1/2025,EMP-026,Cancelled,North,False,printer,0.98
997,cosori smrat 5.8-quart air fryer,,15,320,4800,6/16/2025,EMP-041,Cancelled,West,True,N,0.35
766,pott,,14,450,6300,9/10/2025,EMP-035,Cancelled,South,True,N,0.11
418,wi-fi router,993525470-4,3,850,2550,3/4/2025,EMP-029,Cancelled,West,False,wi-fi router,1
981,chair,022690822-4,5,840,4200,8/9/2025,EMP-034,Closed,North,False,chair,1
287,rolling pin,618866491-8,18,680,12240,7/8/2025,EMP-033,Open,West,False,rolling pin,0.75
661,tongs,734549797-6,13,690,8970,3/4/2025,EMP-029,Cancelled,West,False,tongs,0.99
64,bathrobe,538526465-2,9,800,7200,9/1/2025,EMP-026,Cancelled,North,False,N,0.11
932,chair,022690822-4,9,840,7560,4/5/2025,EMP-030,Open,North,False,chair,1
398,pans,483919353-3,4,620,2480,1/11/2025,EMP-036,Open,East,False,pans,0.99
751,grater,095046965-3,2,960,1920,3/4/2025,EMP-029,Cancelled,West,False,grater,0.99
736,knife,642491412-9,5,940,4700,6/7/2025,EMP-032,Cancelled,East,False,knife,1
112,wall hooks,892341584-7,3,510,1530,3/23/2025,EMP-020,Cancelled,East,False,wall hooks,0.92
952,thermostat,708686037-9,16,580,9280,6/7/2025,EMP-032,Cancelled,East,False,thermostat,0.88
790,hard drive,305257897-9,10,960,9600,6/7/2025,EMP-032,Cancelled,East,False,hard drive,0.99
834,slippers,389703846-3,2,620,1240,5/6/2025,EMP-031,Closed,South,False,slippers,0.99
722,television,544603778-2,18,770,13860,1/2/2025,EMP-027,Open,South,False,N,0.24
517,dustpan,643930835-1,16,640,10240,3/4/2025,EMP-029,Cancelled,West,False,N,0.11
334,egg separator,651863187-2,2,900,1800,9/1/2025,EMP-026,Cancelled,North,False,egg separator,0.81
807,tovaxa smart oven,,6,390,2340,5/6/2025,EMP-031,Closed,South,True,oven,0.88
542,bed,924658502-X,18,530,9540,1/2/2025,EMP-027,Open,South,False,bed,0.99
375,meat tenderizer,854302527-3,17,560,9520,5/6/2025,EMP-031,Closed,South,False,meat tenderizer,0.74
337,basket,626934340-2,7,580,4060,3/4/2025,EMP-029,Cancelled,West,False,basket,0.81
529,grater,095046965-3,1,960,960,6/7/2025,EMP-032,Cancelled,East,False,grater,0.99
620,smoke detector,559164151-2,18,790,14220,7/27/2025,EMP-024,Open,East,False,smoke detector,0.94
761,dish soap dispenser,184484650-4,3,880,2640,4/5/2025,EMP-030,Open,North,False,soap holder,0.72
50,shampoo and conditioner,064144339-0,2,840,1680,4/24/2025,EMP-021,Open,West,False,shampoo and conditioner,0.64
860,dryer sheets,815821672-2,9,940,8460,4/5/2025,EMP-030,Open,North,False,dryer sheets,0.72
635,scoop,241285508-0,12,530,6360,4/5/2025,EMP-030,Open,North,False,scoop,0.77
889,microwave,340193091-5,9,820,7380,6/16/2025,EMP-041,Cancelled,West,False,microwave,0.96
290,computer,916593960-3,3,1000,3000,1/2/2025,EMP-027,Open,South,False,computer,0.84
704,mirror,595523540-X,14,530,7420,1/2/2025,EMP-027,Open,South,False,mirror,0.96
4,kinfe,,9,640,5760,3/23/2025,EMP-020,Cancelled,East,True,N,0.11
906,luggage,031900911-4,3,520,1560,5/6/2025,EMP-031,Closed,South,False,N,0.36
576,sink,653223938-0,4,820,3280,8/9/2025,EMP-034,Closed,North,False,sink,0.95
116,post-it notes,999861710-3,3,890,2670,7/27/2025,EMP-024,Open,East,False,post-it notes,0.97
391,ecoozy smart nugget ice maker,,8,470,3760,3/4/2025,EMP-029,Cancelled,West,True,N,0.41
211,first aid kit,119998156-7,6,840,5040,3/23/2025,EMP-020,Cancelled,East,False,first aid kit,0.62
368,scale,051073236-4,2,1000,2000,7/8/2025,EMP-033,Open,West,False,scale,1
720,refrigerator,282374831-8,7,580,4060,8/28/2025,EMP-025,Closed,West,False,N,0.11
198,spoon,522462286-7,6,650,3900,8/9/2025,EMP-034,Closed,North,False,N,0.51
574,hairdryer,444723983-3,4,780,3120,6/7/2025,EMP-032,Cancelled,East,False,N,0.11
572,mirror,595523540-X,14,530,7420,4/5/2025,EMP-030,Open,North,False,mirror,0.96
52,breville smrt oven,,13,540,7020,6/26/2025,EMP-023,Cancelled,South,True,oven,0.75
139,lamp,663027687-6,1,600,600,3/4/2025,EMP-029,Cancelled,West,False,lamp,0.99
358,bed,924658502-X,8,530,4240,6/7/2025,EMP-032,Cancelled,East,False,bed,0.99
454,oven,033826904-5,9,640,5760,3/4/2025,EMP-029,Cancelled,West,False,oven,0.75
194,doorbell,753298946-1,17,930,15810,4/5/2025,EMP-030,Open,North,False,doorbell,0.79
780,pots,117314282-7,10,570,5700,5/6/2025,EMP-031,Closed,South,False,pots,0.97
663,lamp,663027687-6,7,600,4200,5/6/2025,EMP-031,Closed,South,False,lamp,0.99
115,tongs,734549797-6,12,690,8280,6/26/2025,EMP-023,Cancelled,South,False,tongs,0.99
941,pillows,234111883-6,17,700,11900,4/5/2025,EMP-030,Open,North,False,pillows,1
451,can opener,974835936-0,20,710,14200,9/1/2025,EMP-026,Cancelled,North,False,can opener,0.91
543,scale,051073236-4,10,1000,10000,2/3/2025,EMP-028,Closed,East,False,scale,1
441,mirror,595523540-X,5,530,2650,8/28/2025,EMP-025,Closed,West,False,mirror,0.96
256,can opener,974835936-0,17,710,12070,3/4/2025,EMP-029,Cancelled,West,False,can opener,0.91
362,ice tray,137224100-0,14,870,12180,1/2/2025,EMP-027,Open,South,False,ice tray,0.81
356,printer,657655002-2,1,720,720,4/5/2025,EMP-030,Open,North,False,printer,0.98
985,mitts,404975558-0,7,810,5670,3/13/2025,EMP-038,Cancelled,North,False,mitts,0.84
763,gloves,586130269-3,2,670,1340,6/7/2025,EMP-032,Cancelled,East,False,gloves,0.68
525,slippers,389703846-3,14,620,8680,2/3/2025,EMP-028,Closed,East,False,slippers,0.99
926,blender,579986412-3,4,750,3000,7/8/2025,EMP-033,Open,West,False,blender,0.81
769,iron,220340584-8,11,570,6270,3/13/2025,EMP-038,Cancelled,North,False,iron,0.98
642,fire extinguisher,532330577-0,19,990,18810,2/3/2025,EMP-028,Closed,East,False,fire extinguisher,0.87
82,organizer,914279681-4,12,700,8400,9/1/2025,EMP-026,Cancelled,North,False,organizer,0.82
32,pots,117314282-7,20,570,11400,4/24/2025,EMP-021,Open,West,False,pots,0.97
489,cleaner,725090208-3,11,900,9900,2/12/2025,EMP-037,Closed,West,False,cleaner,0.93
946,cutting board,288099785-2,7,990,6930,9/10/2025,EMP-035,Cancelled,South,False,cutting board,0.98
160,fire extinguisher,532330577-0,4,990,3960,6/26/2025,EMP-023,Cancelled,South,False,fire extinguisher,0.87
196,computer,916593960-3,5,1000,5000,6/7/2025,EMP-032,Cancelled,East,False,computer,0.84
387,garlic press,900394976-X,13,870,11310,8/9/2025,EMP-034,Closed,North,False,N,0.25
948,iron,220340584-8,7,570,3990,2/12/2025,EMP-037,Closed,West,False,iron,0.98
981,ecozy msiart nugget ice maker,,4,630,2520,8/9/2025,EMP-034,Closed,North,True,N,0.43
62,blender,579986412-3,17,750,12750,7/27/2025,EMP-024,Open,East,False,blender,0.81
995,magnets,122387572-5,1,990,990,4/14/2025,EMP-039,Open,South,False,magnets,0.99
39,rug,462338743-7,5,680,3400,2/3/2025,EMP-028,Closed,East,False,rug,1
899,table,467050186-0,6,760,4560,7/17/2025,EMP-042,Open,North,False,table,0.82
26,first aid kit,119998156-7,20,840,16800,7/27/2025,EMP-024,Open,East,False,first aid kit,0.62
624,bed,924658502-X,15,530,7950,2/3/2025,EMP-028,Closed,East,False,bed,0.99
852,bed,924658502-X,5,530,2650,5/6/2025,EMP-031,Closed,South,False,bed,0.99
895,notebook,248047095-4,3,930,2790,3/13/2025,EMP-038,Cancelled,North,False,N,0.59
150,kettle,709740462-0,3,820,2460,5/25/2025,EMP-022,Closed,North,False,kettle,0.97
698,chair,022690822-4,7,840,5880,4/14/2025,EMP-039,Open,South,False,chair,1
881,thermostat,708686037-9,15,580,8700,7/8/2025,EMP-033,Open,West,False,thermostat,0.88
258,dryer sheets,815821672-2,17,940,15980,5/6/2025,EMP-031,Closed,South,False,dryer sheets,0.72
932,grwtre,,12,990,11880,4/5/2025,EMP-030,Open,North,True,N,0.11
496,first aid kit,119998156-7,18,840,15120,9/10/2025,EMP-035,Cancelled,South,False,first aid kit,0.62
516,thermostat,708686037-9,3,580,1740,2/3/2025,EMP-028,Closed,East,False,thermostat,0.88
443,toaster,089324795-2,12,570,6840,1/2/2025,EMP-027,Open,South,False,toaster,0.97
73,meat tenderizer,854302527-3,11,560,6160,9/1/2025,EMP-026,Cancelled,North,False,meat tenderizer,0.74
126,rug,462338743-7,20,680,13600,8/28/2025,EMP-025,Closed,West,False,rug,1
920,mirror,595523540-X,14,530,7420,1/2/2025,EMP-027,Open,South,False,mirror,0.96
33,rug,462338743-7,11,680,7480,5/25/2025,EMP-022,Closed,North,False,rug,1
551,nirja creami ice cream maker,,3,480,1440,1/2/2025,EMP-027,Open,South,True,N,0.42
