name,timestamp,case_id
Download PDF dalla sezione Cedolini,26-JAN-24 08.36.51.024000 AM,13001153.0
Dettaglio elenco Cedolini e CU disponibili al download,09-JAN-24 09.10.28.185000 AM,17140.0
Dettaglio elenco Cedolini e CU disponibili al download,25-JAN-24 05.24.00.691000 PM,13001092.0
Dettaglio elenco Cedolini e CU disponibili al download,17-JAN-24 12.35.49.496000 PM,9026.0
Dettaglio elenco Cedolini e CU disponibili al download,15-JAN-24 08.56.06.516000 AM,6595.0
Recupero dettagliutente per Scelta Welfare,04-JAN-24 11.41.33.361000 AM,16680.0
Dettaglio elenco Cedolini e CU disponibili al download,16-JAN-24 09.47.47.411000 AM,13000365.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,23-JAN-24 05.40.22.607000 PM,13002006.0
Dettaglio elenco Cedolini e CU disponibili al download,30-JAN-24 01.31.55.443000 PM,13002115.0
Dettaglio elenco Cedolini e CU disponibili al download,17-JAN-24 11.57.40.979000 AM,7286.0
Dettaglio elenco Cedolini e CU disponibili al download,15-JAN-24 03.42.46.602000 PM,13002115.0
Dettaglio elenco Cedolini e CU disponibili al download,12-JAN-24 11.34.15.980000 AM,5448.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,17-JAN-24 10.12.48.269000 AM,7179.0
Dettaglio elenco Cedolini e CU disponibili al download,26-JAN-24 08.16.26.032000 AM,13001454.0
Download PDF dalla sezione Cedolini,05-JAN-24 03.08.16.496000 PM,6106.0
Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,25-JAN-24 05.22.25.553000 PM,7508.0
Dettaglio elenco Cedolini e CU disponibili al download,25-JAN-24 09.47.12.215000 AM,13001092.0
Recupero dettagli utente per Scelta orario di lavoro,10-JAN-24 02.55.37.830000 PM,16437.0
Download PDF dalla sezione Cedolini,25-JAN-24 05.22.54.540000 PM,13001520.0
Dettaglio elenco Cedolini e CU disponibili al download,29-JAN-24 12.34.19.755000 PM,13000927.0
Download PDF dalla sezione Cedolini,05-JAN-24 03.07.20.959000 PM,6106.0
Dettaglio elenco Cedolini e CU disponibili al download,12-JAN-24 02.39.34.133000 PM,6992.0
Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,25-JAN-24 05.22.30.261000 PM,7508.0
Dettaglio elenco Cedolini e CU disponibili al download,26-JAN-24 11.00.25.322000 AM,13452.0
Dettaglio elenco Cedolini e CU disponibili al download,12-JAN-24 02.35.45.785000 PM,5105.0
Recupero dettagliutente per Scelta Welfare,16-JAN-24 06.44.26.626000 PM,6836.0
Dettaglio elenco Cedolini e CU disponibili al download,31-JAN-24 09.34.34.824000 AM,13002231.0
Recupero dettagliutente per Scelta Welfare,22-JAN-24 10.13.30.965000 AM,5293.0
Dettaglio elenco Cedolini e CU disponibili al download,05-JAN-24 08.45.10.647000 AM,7709.0
Download PDF dalla sezione Cedolini,05-JAN-24 11.09.39.763000 AM,15679.0
Dettaglio elenco Cedolini e CU disponibili al download,26-JAN-24 05.02.46.730000 PM,13001149.0
Download PDF dalla sezione Cedolini,10-JAN-24 04.53.14.867000 PM,10707.0
Dettaglio elenco Cedolini e CU disponibili al download,26-JAN-24 10.53.48.247000 AM,13001446.0
Download PDF dalla sezione Cedolini,25-JAN-24 07.21.20.998000 PM,12070671.0
Dettaglio elenco Cedolini e CU disponibili al download,05-JAN-24 04.30.14.766000 PM,8190.0
Download PDF dalla sezione Cedolini,02-JAN-24 06.11.48.935000 PM,13000927.0
Dettaglio elenco Cedolini e CU disponibili al download,25-JAN-24 12.16.53.993000 PM,13000624.0
Recupero dettagli utente per Scelta orario di lavoro,02-JAN-24 08.58.45.288000 AM,18725.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,19-JAN-24 08.49.18.323000 AM,13002006.0
Download PDF dalla sezione Cedolini,26-JAN-24 08.43.42.161000 AM,14489.0
Dettaglio elenco Cedolini e CU disponibili al download,21-JAN-24 06.53.22.087000 PM,19249.0
Dettaglio elenco Cedolini e CU disponibili al download,11-JAN-24 01.28.15.064000 PM,13002115.0
Download PDF dalla sezione Cedolini,19-JAN-24 04.07.23.302000 PM,12021678.0
Dettaglio elenco Cedolini e CU disponibili al download,16-JAN-24 04.30.08.111000 PM,7325.0
Normal user enters the Provvidenza Figli page,12-JAN-24 03.19.42.105000 PM,7888.0
Recupero dettagli utente per invio adesione Fondo Nazionale,17-JAN-24 11.53.50.703000 AM,18725.0
Download PDF dalla sezione Cedolini,26-JAN-24 11.00.26.404000 AM,13452.0
Dettaglio elenco Cedolini e CU disponibili al download,11-JAN-24 11.49.05.316000 AM,8172.0
Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,25-JAN-24 05.13.00.966000 PM,7508.0
Dettaglio elenco Cedolini e CU disponibili al download,19-JAN-24 04.56.02.778000 PM,8667.0
Recupero dettagliutente per Scelta Welfare,02-JAN-24 08.54.01.867000 AM,18725.0
Dettaglio elenco Cedolini e CU disponibili al download,24-JAN-24 12.27.20.613000 PM,9159.0
Download PDF dalla sezione Cedolini,26-JAN-24 12.40.30.018000 PM,16792.0
Dettaglio elenco Cedolini e CU disponibili al download,19-JAN-24 11.33.22.543000 AM,7047.0
Dettaglio elenco Cedolini e CU disponibili al download,26-JAN-24 08.10.36.472000 AM,13000644.0
Recupero dettagliutente per Scelta Welfare,04-JAN-24 10.22.19.884000 AM,13001446.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,05-JAN-24 04.05.32.872000 PM,13001758.0
Download PDF dalla sezione Cedolini,08-JAN-24 04.05.11.856000 PM,10656.0
Dettaglio elenco Cedolini e CU disponibili al download,25-JAN-24 05.28.57.411000 PM,13001446.0
Dettaglio elenco Cedolini e CU disponibili al download,04-JAN-24 11.10.25.576000 AM,13000515.0
Download PDF dalla sezione Cedolini,04-JAN-24 04.48.36.059000 PM,7508.0
Download PDF dalla sezione Cedolini,26-JAN-24 03.23.45.263000 AM,19249.0
Download PDF dalla sezione Cedolini,18-JAN-24 02.36.02.946000 PM,15635.0
Download PDF dalla sezione Cedolini,17-JAN-24 08.31.23.787000 AM,17309.0
Download PDF dalla sezione Cedolini,04-JAN-24 09.50.15.590000 AM,16671.0
Download PDF dalla sezione Cedolini,29-JAN-24 02.15.34.979000 PM,7278.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,02-JAN-24 01.13.37.149000 PM,16466.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,16-JAN-24 12.35.26.838000 PM,7474.0
Dettaglio elenco Cedolini e CU disponibili al download,04-JAN-24 10.25.32.637000 AM,13001446.0
Dettaglio elenco Cedolini e CU disponibili al download,04-JAN-24 12.00.59.332000 PM,6823.0
Download PDF dalla sezione Cedolini,26-JAN-24 11.14.20.376000 AM,17319.0
Lettura e accettazione dell'accordo di smartworking,15-JAN-24 11.23.13.402000 AM,13000993.0
Dettaglio elenco Cedolini e CU disponibili al download,02-JAN-24 01.13.20.905000 PM,13000927.0
Recupero dettagliutente per Scelta Welfare,03-JAN-24 05.29.00.100000 PM,13002006.0
Dettaglio elenco Cedolini e CU disponibili al download,29-JAN-24 05.13.58.482000 PM,14393.0
Dettaglio elenco Cedolini e CU disponibili al download,16-JAN-24 08.50.40.210000 AM,6691.0
Dettaglio elenco Cedolini e CU disponibili al download,26-JAN-24 08.27.34.411000 AM,10656.0
Dettaglio elenco Cedolini e CU disponibili al download,23-JAN-24 04.13.53.944000 PM,5598.0
Download PDF dalla sezione Cedolini,26-JAN-24 08.23.07.872000 AM,13000465.0
Recupero dettagliutente per Scelta Welfare,17-JAN-24 02.11.02.682000 PM,7771.0
Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,25-JAN-24 05.22.05.575000 PM,7508.0
Normal user enters the Provvidenza Figli page,16-JAN-24 08.15.01.408000 AM,6969.0
Dettaglio elenco Cedolini e CU disponibili al download,04-JAN-24 02.43.17.733000 PM,6968.0
Dettaglio elenco Cedolini e CU disponibili al download,04-JAN-24 11.06.56.296000 AM,7379.0
Dettaglio elenco Cedolini e CU disponibili al download,17-JAN-24 02.11.20.720000 PM,7771.0
Normal user enters the Provvidenza Figli page,09-JAN-24 09.32.55.894000 AM,18725.0
Recupero dettagli utente per invio adesione Fondo Nazionale,17-JAN-24 11.28.20.498000 AM,5450.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,04-JAN-24 11.41.33.385000 AM,16680.0
Download PDF dalla sezione Cedolini,26-JAN-24 09.01.59.793000 AM,13000510.0
A valid user enters the MIFID page details of the user would be logged,26-JAN-24 11.41.45.838000 AM,13001520.0
Dettaglio elenco Cedolini e CU disponibili al download,25-JAN-24 09.20.14.971000 AM,13000624.0
Dettaglio elenco Cedolini e CU disponibili al download,26-JAN-24 07.35.30.578000 PM,10707.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,02-JAN-24 08.53.09.752000 AM,13000887.0
Dettaglio elenco Cedolini e CU disponibili al download,25-JAN-24 02.22.23.450000 PM,12175.0
Dettaglio elenco Cedolini e CU disponibili al download,19-JAN-24 06.36.59.139000 PM,13001739.0
Recupero dettagli utente per Scelta orario di lavoro,17-JAN-24 11.54.06.251000 AM,18725.0
Recupero dettagliutente per Scelta Welfare,04-JAN-24 11.04.15.155000 AM,8987.0
Dettaglio elenco Cedolini e CU disponibili al download,25-JAN-24 03.24.29.972000 PM,12175.0
Dettaglio elenco Cedolini e CU disponibili al download,19-JAN-24 09.41.10.127000 AM,13000624.0
Dettaglio elenco Cedolini e CU disponibili al download,23-JAN-24 05.20.06.024000 PM,13001489.0
Recupero dettagliutente per Scelta Welfare,04-JAN-24 11.05.37.498000 AM,18464.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,04-JAN-24 04.41.13.319000 PM,13000515.0
Recupero dettagliutente per Scelta Welfare,17-JAN-24 11.26.49.968000 AM,5450.0
Dettaglio elenco Cedolini e CU disponibili al download,25-JAN-24 03.27.12.421000 PM,13001092.0
Recupero dettagli utente per Scelta orario di lavoro,12-JAN-24 05.21.51.333000 PM,10048.0
Dettaglio elenco Cedolini e CU disponibili al download,18-JAN-24 02.35.06.720000 PM,13452.0
Dettaglio elenco Cedolini e CU disponibili al download,25-JAN-24 05.34.27.100000 PM,13001092.0
Download PDF dalla sezione Cedolini,29-JAN-24 11.19.39.520000 AM,6584.0
Dettaglio elenco Cedolini e CU disponibili al download,25-JAN-24 04.42.00.308000 PM,13000365.0
Dettaglio elenco Cedolini e CU disponibili al download,25-JAN-24 03.48.50.666000 PM,13001356.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,16-JAN-24 11.02.46.071000 AM,13000966.0
Dettaglio elenco Cedolini e CU disponibili al download,04-JAN-24 11.17.50.848000 AM,8004.0
Dettaglio elenco Cedolini e CU disponibili al download,25-JAN-24 02.39.49.931000 PM,13001092.0
Dettaglio elenco Cedolini e CU disponibili al download,25-JAN-24 05.49.26.354000 PM,12175.0
Dettaglio elenco Cedolini e CU disponibili al download,25-JAN-24 05.04.02.273000 PM,13001356.0
Dettaglio elenco Cedolini e CU disponibili al download,25-JAN-24 03.48.53.349000 PM,13001356.0
Dettaglio elenco Cedolini e CU disponibili al download,17-JAN-24 12.44.35.288000 PM,7296.0
Dettaglio elenco Cedolini e CU disponibili al download,18-JAN-24 03.48.29.546000 PM,13001484.0
Recupero dettagli utente per Scelta orario di lavoro,10-JAN-24 09.31.09.992000 PM,18431.0
Dettaglio elenco Cedolini e CU disponibili al download,10-JAN-24 04.57.33.190000 PM,13000624.0
Dettaglio elenco Cedolini e CU disponibili al download,02-JAN-24 10.08.40.923000 AM,19243.0
Dettaglio elenco Cedolini e CU disponibili al download,25-JAN-24 03.48.35.256000 PM,13001739.0
Normal user enters the Provvidenza Figli page,18-JAN-24 04.31.41.066000 PM,18431.0
Download PDF dalla sezione Cedolini,26-JAN-24 09.13.54.587000 AM,13001269.0
Recupero dettagliutente per Scelta Welfare,16-JAN-24 02.42.51.843000 AM,5180.0
Dettaglio elenco Cedolini e CU disponibili al download,05-JAN-24 03.11.08.558000 PM,13002115.0
Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,25-JAN-24 05.20.35.918000 PM,7508.0
Dettaglio elenco Cedolini e CU disponibili al download,26-JAN-24 08.48.57.404000 AM,13001733.0
Dettaglio elenco Cedolini e CU disponibili al download,04-JAN-24 10.03.53.410000 AM,6448.0
Dettaglio elenco Cedolini e CU disponibili al download,29-FEB-24 04.34.15.054000 PM,13001948.0
Recupero dettagli utente per Scelta orario di lavoro,09-FEB-24 05.21.39.138000 PM,15560.0
Dettaglio elenco Cedolini e CU disponibili al download,15-FEB-24 11.49.00.893000 AM,6877.0
Dettaglio elenco Cedolini e CU disponibili al download,14-FEB-24 12.48.13.260000 PM,12070671.0
Dettaglio elenco Cedolini e CU disponibili al download,01-FEB-24 02.55.05.844000 PM,19243.0
Dettaglio elenco Cedolini e CU disponibili al download,28-FEB-24 11.18.06.112000 AM,13000055.0
Dettaglio elenco Cedolini e CU disponibili al download,16-FEB-24 04.22.42.684000 PM,10027.0
Normal user enters the Provvidenza Figli page,16-FEB-24 12.45.55.335000 PM,13002115.0
Dettaglio elenco Cedolini e CU disponibili al download,13-FEB-24 10.20.29.493000 PM,9159.0
Download PDF dalla sezione Cedolini,20-FEB-24 08.59.15.219000 AM,6584.0
Download PDF dalla sezione Cedolini,28-FEB-24 11.18.08.675000 AM,13000055.0
Download PDF dalla sezione Cedolini,05-FEB-24 09.15.16.607000 AM,18171.0
Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-24 11.47.12.493000 AM,10656.0
Download PDF dalla sezione Cedolini,27-FEB-24 06.18.11.880000 PM,17177.0
Dettaglio elenco Cedolini e CU disponibili al download,21-FEB-24 08.49.18.133000 AM,7813.0
Download PDF dalla sezione Cedolini,01-FEB-24 11.38.26.992000 AM,13000365.0
Dettaglio elenco Cedolini e CU disponibili al download,05-FEB-24 03.45.07.146000 PM,15679.0
Dettaglio elenco Cedolini e CU disponibili al download,28-FEB-24 09.21.47.603000 AM,17124.0
Download PDF dalla sezione Cedolini,13-FEB-24 10.20.31.603000 PM,9159.0
Download PDF dalla sezione Cedolini,01-FEB-24 02.11.25.718000 PM,13001092.0
Dettaglio elenco Cedolini e CU disponibili al download,08-FEB-24 05.08.36.458000 PM,13002268.0
HR user tries to get Opening period list in Funzioni batch,26-FEB-24 11.09.59.840000 AM,18431.0
Dettaglio elenco Cedolini e CU disponibili al download,15-FEB-24 04.40.05.913000 PM,5579.0
Download PDF dalla sezione Cedolini,29-FEB-24 12.25.43.472000 PM,6877.0
Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-24 03.33.07.303000 PM,13001999.0
Dettaglio elenco Cedolini e CU disponibili al download,29-FEB-24 12.24.17.142000 PM,13002006.0
Download PDF dalla sezione Cedolini,28-FEB-24 11.20.13.816000 PM,19433.0
Dettaglio elenco Cedolini e CU disponibili al download,01-FEB-24 02.11.24.290000 PM,13001092.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,08-FEB-24 05.09.18.803000 PM,13002268.0
Download PDF dalla sezione Cedolini,29-FEB-24 12.05.56.128000 PM,13000515.0
Normal user enters the Provvidenza Figli page,26-FEB-24 06.44.19.998000 PM,7041.0
Dettaglio elenco Cedolini e CU disponibili al download,20-FEB-24 12.01.05.944000 PM,11434.0
Download PDF dalla sezione Cedolini,29-FEB-24 02.49.18.877000 PM,6144.0
Dettaglio elenco Cedolini e CU disponibili al download,28-FEB-24 04.48.24.949000 PM,13000644.0
Dettaglio elenco Cedolini e CU disponibili al download,05-FEB-24 09.20.02.191000 AM,18171.0
Dettaglio elenco Cedolini e CU disponibili al download,22-FEB-24 09.59.20.392000 AM,13002268.0
Download PDF dalla sezione Cedolini,05-FEB-24 03.46.05.349000 PM,15679.0
Download PDF dalla sezione Cedolini,13-FEB-24 10.20.39.032000 PM,9159.0
Dettaglio elenco Cedolini e CU disponibili al download,13-FEB-24 10.20.35.698000 PM,9159.0
Dettaglio elenco Cedolini e CU disponibili al download,15-FEB-24 11.18.36.855000 AM,9965.0
Dettaglio elenco Cedolini e CU disponibili al download,27-FEB-24 12.59.42.405000 PM,16671.0
Dettaglio elenco Cedolini e CU disponibili al download,14-FEB-24 01.40.50.487000 PM,7508.0
Download PDF dalla sezione Cedolini,28-FEB-24 04.46.29.848000 PM,13000644.0
Dettaglio elenco Cedolini e CU disponibili al download,13-FEB-24 02.30.26.156000 PM,13002265.0
Download PDF dalla sezione Cedolini,28-FEB-24 04.46.33.934000 PM,13000644.0
Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-24 02.04.36.657000 PM,13000760.0
Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-24 02.14.52.073000 PM,13000966.0
Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-24 08.37.46.955000 AM,13002006.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,09-FEB-24 09.20.59.355000 AM,13002265.0
Dettaglio elenco Cedolini e CU disponibili al download,28-FEB-24 12.57.14.083000 PM,13000157.0
Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-24 05.05.34.007000 PM,13000966.0
Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-24 06.04.43.688000 PM,13002006.0
Dettaglio elenco Cedolini e CU disponibili al download,15-FEB-24 04.39.15.546000 PM,5579.0
Recupero dettagliutente per Scelta Welfare,27-FEB-24 04.40.26.125000 PM,18311.0
Recupero dettagli utente per Scelta orario di lavoro,16-FEB-24 04.34.44.143000 PM,13001994.0
Dettaglio elenco Cedolini e CU disponibili al download,26-FEB-24 10.43.41.290000 AM,9671.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,02-FEB-24 04.11.20.609000 PM,13001880.0
Lettura e accettazione dell'accordo di smartworking,07-FEB-24 11.27.21.786000 AM,13002268.0
Recupero dettagli utente per invio adesione Fondo Nazionale,05-FEB-24 09.20.45.949000 AM,18171.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,05-FEB-24 04.20.33.842000 PM,13000966.0
Dettaglio elenco Cedolini e CU disponibili al download,09-FEB-24 12.53.45.293000 PM,5251.0
Dettaglio elenco Cedolini e CU disponibili al download,14-FEB-24 12.48.11.451000 PM,12070671.0
HR user tries to get Opening period list in Funzioni batch,22-FEB-24 10.53.05.089000 AM,18431.0
Dettaglio elenco Cedolini e CU disponibili al download,21-FEB-24 11.21.30.617000 AM,6576.0
Dettaglio elenco Cedolini e CU disponibili al download,09-FEB-24 12.53.59.366000 PM,5251.0
Dettaglio elenco Cedolini e CU disponibili al download,21-FEB-24 08.56.31.593000 AM,13000365.0
Download PDF dalla sezione Cedolini,27-FEB-24 09.51.40.752000 AM,7278.0
Download PDF dalla sezione Cedolini,27-FEB-24 08.53.33.510000 AM,19243.0
Dettaglio elenco Cedolini e CU disponibili al download,27-FEB-24 08.46.22.994000 AM,14597.0
Dettaglio elenco Cedolini e CU disponibili al download,07-FEB-24 10.39.22.056000 AM,5483.0
Recupero dettagliutente per Scelta Welfare,03-FEB-24 12.00.21.659000 PM,13001446.0
Dettaglio elenco Cedolini e CU disponibili al download,27-FEB-24 09.05.49.798000 AM,9159.0
Dettaglio elenco Cedolini e CU disponibili al download,01-FEB-24 11.53.51.760000 PM,7278.0
HR user tries to get Opening period list in Funzioni batch,15-FEB-24 07.28.46.004000 PM,18431.0
A valid user enters the MIFID page details of the user would be logged,29-FEB-24 08.19.46.767000 AM,11434.0
Download PDF dalla sezione Cedolini,27-FEB-24 08.46.25.443000 AM,14597.0
Download PDF dalla sezione Cedolini,07-FEB-24 10.39.28.189000 AM,5483.0
Download PDF dalla sezione Cedolini,27-FEB-24 08.49.40.094000 AM,14597.0
Download PDF dalla sezione Cedolini,27-FEB-24 08.48.40.781000 AM,12038692.0
Dettaglio elenco Cedolini e CU disponibili al download,27-FEB-24 08.58.25.113000 AM,17709.0
Dettaglio elenco Cedolini e CU disponibili al download,27-FEB-24 08.44.43.629000 AM,13002115.0
Dettaglio elenco Cedolini e CU disponibili al download,27-FEB-24 09.05.24.211000 AM,9159.0
Dettaglio elenco Cedolini e CU disponibili al download,27-FEB-24 08.27.35.882000 AM,9594.0
Download PDF dalla sezione Cedolini,28-FEB-24 04.25.33.506000 PM,13000860.0
HR user tries to load Funzioni Batch,14-FEB-24 07.58.29.009000 PM,18431.0
Dettaglio elenco Cedolini e CU disponibili al download,27-FEB-24 10.10.03.770000 AM,13000624.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,03-FEB-24 12.00.22.161000 PM,13001446.0
Recupero dettagli utente per invio adesione Fondo Nazionale,09-FEB-24 09.25.41.917000 AM,13002265.0
Dettaglio elenco Cedolini e CU disponibili al download,22-FEB-24 04.18.05.791000 PM,13001994.0
Download PDF dalla sezione Cedolini,28-FEB-24 12.47.50.636000 PM,15048.0
Download PDF dalla sezione Cedolini,29-FEB-24 04.08.18.874000 PM,10707.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,04-FEB-24 06.48.13.957000 PM,13001318.0
Dettaglio elenco Cedolini e CU disponibili al download,14-FEB-24 01.40.43.328000 PM,7508.0
Download PDF dalla sezione Cedolini,27-FEB-24 04.12.07.288000 PM,15679.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,27-FEB-24 04.40.26.586000 PM,18311.0
HR user tries to load Funzioni Batch,15-FEB-24 07.06.51.862000 PM,18431.0
Dettaglio elenco Cedolini e CU disponibili al download,28-FEB-24 12.52.58.971000 PM,18558.0
Recupero dettagliutente per Scelta Welfare,20-FEB-24 02.45.08.981000 PM,6793.0
HR user tries to load Funzioni Batch,22-FEB-24 10.52.14.405000 AM,18431.0
Download PDF dalla sezione Cedolini,20-FEB-24 08.25.05.603000 AM,13001489.0
Download PDF dalla sezione Cedolini,01-FEB-24 05.18.54.666000 PM,16468.0
Dettaglio elenco Cedolini e CU disponibili al download,01-FEB-24 03.16.34.131000 PM,13002006.0
Recupero dettagliutente per Scelta Welfare,09-FEB-24 02.55.39.161000 PM,18464.0
Dettaglio elenco Cedolini e CU disponibili al download,15-FEB-24 05.13.15.993000 PM,8320.0
Recupero dettagliutente per Scelta Welfare,08-JAN-24 04.42.42.304000 PM,8147.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,04-JAN-24 10.22.20.164000 AM,13001446.0
Dettaglio elenco Cedolini e CU disponibili al download,05-JAN-24 08.27.14.997000 AM,7709.0
Dettaglio elenco Cedolini e CU disponibili al download,02-JAN-24 08.54.11.517000 AM,9671.0
Download PDF dalla sezione Cedolini,04-JAN-24 11.15.47.658000 AM,6189.0
Recupero dettagliutente per Scelta Welfare,11-JAN-24 02.07.34.644000 PM,13001269.0
Dettaglio elenco Cedolini e CU disponibili al download,05-JAN-24 09.45.55.002000 AM,18725.0
Dettaglio elenco Cedolini e CU disponibili al download,29-JAN-24 09.39.56.829000 AM,17167.0
Dettaglio elenco Cedolini e CU disponibili al download,22-JAN-24 04.19.41.673000 PM,13000966.0
Download PDF dalla sezione Cedolini,05-JAN-24 03.07.13.846000 PM,6106.0
Dettaglio elenco Cedolini e CU disponibili al download,05-JAN-24 08.29.10.710000 AM,5646.0
Recupero dettagli utente per Scelta orario di lavoro,02-JAN-24 09.41.42.301000 AM,7508.0
Verifica possibilità di accesso a fondo pensione per Scelta Welfare,26-JAN-24 08.30.21.203000 AM,13001318.0
Download PDF dalla sezione Cedolini,05-JAN-24 03.07.10.937000 PM,6106.0
Download PDF dalla sezione Cedolini,08-JAN-24 10.33.35.416000 AM,7963.0
Download PDF dalla sezione Cedolini,26-JAN-24 09.28.50.408000 AM,13000465.0
Dettaglio elenco Cedolini e CU disponibili al download,26-JAN-24 08.09.59.967000 AM,13000644.0
Accesso alle funzionalità BackOffice di Cedolini e CU per dettaglio PDF caricati per società,25-JAN-24 05.07.34.999000 PM,7508.0
Download PDF dalla sezione Cedolini,10-JAN-24 10.00.10.926000 AM,18464.0
Dettaglio elenco Cedolini e CU disponibili al download,25-JAN-24 04.35.06.513000 PM,13001092.0
Dettaglio elenco Cedolini e CU disponibili al download,23-JAN-24 11.21.47.632000 AM,10707.0
