order_id,material_name,material_code,quantity,unit_price,total_price,order_date,employee_id,status,region,is_free_text,Prediction,Probability,supplier
4,rug,462338743-7,4,680,2720,8/28/2025,EMP-025,Closed,West,False,rug,1,Alpha Supplies Co.
4,tv remote,851653117-1,19,880,16720,8/28/2025,EMP-025,Closed,West,False,tv remote,0.68,Alpha Supplies Co.
4,rug,462338743-7,17,680,11560,5/6/2025,EMP-031,Closed,South,False,rug,1,Alpha Supplies Co.
4,rug,462338743-7,8,680,5440,2/3/2025,EMP-028,Closed,East,False,rug,1,Alpha Supplies Co.
5,rug,462338743-7,14,680,9520,9/10/2025,EMP-035,Cancelled,South,False,rug,1,Alpha Supplies Co.
5,rug,462338743-7,12,680,8160,2/22/2025,EMP-019,Closed,South,False,rug,1,Alpha Supplies Co.
5,tv remote,851653117-1,11,880,9680,4/24/2025,EMP-021,Open,West,False,tv remote,0.68,Alpha Supplies Co.
5,tv remote,851653117-1,7,880,6160,9/1/2025,EMP-026,Cancelled,North,False,tv remote,0.68,Alpha Supplies Co.
5,tv remote,851653117-1,5,880,4400,4/24/2025,EMP-021,Open,West,False,tv remote,0.68,Alpha Supplies Co.
5,rug,462338743-7,13,680,8840,3/4/2025,EMP-029,Cancelled,West,False,rug,1,Alpha Supplies Co.
5,rug,462338743-7,13,680,8840,4/5/2025,EMP-030,Open,North,False,rug,1,Alpha Supplies Co.
6,rug,462338743-7,12,680,8160,3/23/2025,EMP-020,Cancelled,East,False,rug,1,Alpha Supplies Co.
6,rug,462338743-7,13,680,8840,1/2/2025,EMP-027,Open,South,False,rug,1,Alpha Supplies Co.
6,rug,462338743-7,8,680,5440,7/8/2025,EMP-033,Open,West,False,rug,1,Alpha Supplies Co.
6,rug,462338743-7,15,680,10200,1/2/2025,EMP-027,Open,South,False,rug,1,Alpha Supplies Co.
6,bathrobe,538526465-2,4,800,3200,6/7/2025,EMP-032,Cancelled,East,False,N,0.11,Alpha Supplies Co.
6,tv remote,851653117-1,11,880,9680,5/6/2025,EMP-031,Closed,South,False,tv remote,0.68,Alpha Supplies Co.
7,tv remote,851653117-1,12,880,10560,8/28/2025,EMP-025,Closed,West,False,tv remote,0.68,Alpha Supplies Co.
7,notebook,248047095-4,15,930,13950,7/8/2025,EMP-033,Open,West,False,N,0.59,Alpha Supplies Co.
7,rug,462338743-7,1,680,680,8/9/2025,EMP-034,Closed,North,False,rug,1,Alpha Supplies Co.
8,tv remote,851653117-1,2,880,1760,8/28/2025,EMP-025,Closed,West,False,tv remote,0.68,Alpha Supplies Co.
8,tv remote,851653117-1,18,880,15840,8/9/2025,EMP-034,Closed,North,False,tv remote,0.68,Alpha Supplies Co.
8,tv remote,851653117-1,3,880,2640,6/7/2025,EMP-032,Cancelled,East,False,tv remote,0.68,Alpha Supplies Co.
8,lcock,,9,690,6210,7/8/2025,EMP-033,Open,West,True,N,0.11,Alpha Supplies Co.
8,tv remote,851653117-1,12,880,10560,4/5/2025,EMP-030,Open,North,False,tv remote,0.68,Alpha Supplies Co.
8,es,,10,380,3800,1/2/2025,EMP-027,Open,South,True,N,0.11,Alpha Supplies Co.
8,rug,462338743-7,4,680,2720,4/5/2025,EMP-030,Open,North,False,rug,1,Alpha Supplies Co.
8,rug,462338743-7,7,680,4760,5/25/2025,EMP-022,Closed,North,False,rug,1,Alpha Supplies Co.
9,tv remote,851653117-1,7,880,6160,5/6/2025,EMP-031,Closed,South,False,tv remote,0.68,Alpha Supplies Co.
9,rug,462338743-7,17,680,11560,8/28/2025,EMP-025,Closed,West,False,rug,1,Alpha Supplies Co.
9,rug,462338743-7,17,680,11560,6/7/2025,EMP-032,Cancelled,East,False,rug,1,Alpha Supplies Co.
9,rug,,11,430,4730,1/11/2025,EMP-036,Open,East,True,rug,1,Alpha Supplies Co.
9,rug,462338743-7,17,680,11560,3/4/2025,EMP-029,Cancelled,West,False,rug,1,Alpha Supplies Co.
9,tv remote,851653117-1,7,880,6160,8/9/2025,EMP-034,Closed,North,False,tv remote,0.68,Alpha Supplies Co.
9,tv remote,851653117-1,3,880,2640,6/7/2025,EMP-032,Cancelled,East,False,tv remote,0.68,Alpha Supplies Co.
9,rug,462338743-7,8,680,5440,5/6/2025,EMP-031,Closed,South,False,rug,1,Alpha Supplies Co.
9,tv remote,851653117-1,18,880,15840,5/6/2025,EMP-031,Closed,South,False,tv remote,0.68,Alpha Supplies Co.
10,tv remote,851653117-1,2,880,1760,9/10/2025,EMP-035,Cancelled,South,False,tv remote,0.68,Alpha Supplies Co.
10,rug,462338743-7,10,680,6800,4/24/2025,EMP-021,Open,West,False,rug,1,Alpha Supplies Co.
10,rug,462338743-7,13,680,8840,4/24/2025,EMP-021,Open,West,False,rug,1,Alpha Supplies Co.
10,tv remote,851653117-1,18,880,15840,7/27/2025,EMP-024,Open,East,False,tv remote,0.68,Alpha Supplies Co.
10,tv remote,851653117-1,4,880,3520,5/6/2025,EMP-031,Closed,South,False,tv remote,0.68,Alpha Supplies Co.
11,rug,,12,840,10080,8/28/2025,EMP-025,Closed,West,True,rug,1,Alpha Supplies Co.
11,book,568190630-2,12,580,6960,8/28/2025,EMP-025,Closed,West,False,N,0.21,Alpha Supplies Co.
11,tv remote,851653117-1,8,880,7040,5/6/2025,EMP-031,Closed,South,False,tv remote,0.68,Alpha Supplies Co.
11,rug,462338743-7,4,680,2720,2/3/2025,EMP-028,Closed,East,False,rug,1,Alpha Supplies Co.
11,rug,462338743-7,8,680,5440,4/24/2025,EMP-021,Open,West,False,rug,1,Alpha Supplies Co.
12,rug,462338743-7,17,680,11560,8/9/2025,EMP-034,Closed,North,False,rug,1,Alpha Supplies Co.
12,rug,462338743-7,8,680,5440,5/6/2025,EMP-031,Closed,South,False,rug,1,Alpha Supplies Co.
12,rug,462338743-7,5,680,3400,4/5/2025,EMP-030,Open,North,False,rug,1,Alpha Supplies Co.
13,rug,462338743-7,2,680,1360,7/27/2025,EMP-024,Open,East,False,rug,1,Alpha Supplies Co.
13,rug,462338743-7,7,680,4760,3/23/2025,EMP-020,Cancelled,East,False,rug,1,Alpha Supplies Co.
13,rug,462338743-7,14,680,9520,5/25/2025,EMP-022,Closed,North,False,rug,1,Alpha Supplies Co.
13,rug,462338743-7,8,680,5440,3/4/2025,EMP-029,Cancelled,West,False,rug,1,Alpha Supplies Co.
13,rug,462338743-7,12,680,8160,9/10/2025,EMP-035,Cancelled,South,False,rug,1,Alpha Supplies Co.
14,rug,462338743-7,10,680,6800,7/8/2025,EMP-033,Open,West,False,rug,1,Alpha Supplies Co.
14,tv remote,851653117-1,11,880,9680,2/3/2025,EMP-028,Closed,East,False,tv remote,0.68,Alpha Supplies Co.
14,rug,462338743-7,12,680,8160,6/7/2025,EMP-032,Cancelled,East,False,rug,1,Alpha Supplies Co.
14,rug,462338743-7,3,680,2040,7/8/2025,EMP-033,Open,West,False,rug,1,Alpha Supplies Co.
14,rug,462338743-7,18,680,12240,7/8/2025,EMP-033,Open,West,False,rug,1,Alpha Supplies Co.
14,tv remote,851653117-1,4,880,3520,6/26/2025,EMP-023,Cancelled,South,False,tv remote,0.68,Alpha Supplies Co.
15,tv remote,851653117-1,16,880,14080,4/5/2025,EMP-030,Open,North,False,tv remote,0.68,Alpha Supplies Co.
15,rug,462338743-7,8,680,5440,4/5/2025,EMP-030,Open,North,False,rug,1,Alpha Supplies Co.
15,tv remote,851653117-1,16,880,14080,8/28/2025,EMP-025,Closed,West,False,tv remote,0.68,Alpha Supplies Co.
16,smeg retro style eleectric ketle,,15,370,5550,7/27/2025,EMP-024,Open,East,True,N,0.11,Alpha Supplies Co.
16,rug,462338743-7,2,680,1360,1/2/2025,EMP-027,Open,South,False,rug,1,Alpha Supplies Co.
16,rug,462338743-7,3,680,2040,5/25/2025,EMP-022,Closed,North,False,rug,1,Alpha Supplies Co.
16,rug,462338743-7,17,680,11560,5/25/2025,EMP-022,Closed,North,False,rug,1,Alpha Supplies Co.
16,tv remote,851653117-1,19,880,16720,4/14/2025,EMP-039,Open,South,False,tv remote,0.68,Alpha Supplies Co.
16,rug,462338743-7,16,680,10880,3/4/2025,EMP-029,Cancelled,West,False,rug,1,Alpha Supplies Co.
16,tv remote,851653117-1,3,880,2640,1/2/2025,EMP-027,Open,South,False,tv remote,0.68,Alpha Supplies Co.
16,rug,462338743-7,4,680,2720,8/28/2025,EMP-025,Closed,West,False,rug,1,Alpha Supplies Co.
16,rug,462338743-7,20,680,13600,9/1/2025,EMP-026,Cancelled,North,False,rug,1,Alpha Supplies Co.
17,rug,462338743-7,8,680,5440,2/3/2025,EMP-028,Closed,East,False,rug,1,Alpha Supplies Co.
17,television,544603778-2,4,770,3080,2/3/2025,EMP-028,Closed,East,False,N,0.24,Alpha Supplies Co.
17,tv remote,851653117-1,6,880,5280,4/5/2025,EMP-030,Open,North,False,tv remote,0.68,Alpha Supplies Co.
17,rug,462338743-7,4,680,2720,7/8/2025,EMP-033,Open,West,False,rug,1,Alpha Supplies Co.
18,calendar,165706419-0,14,940,13160,1/2/2025,EMP-027,Open,South,False,N,0.4,Alpha Supplies Co.
18,rug,462338743-7,11,680,7480,2/3/2025,EMP-028,Closed,East,False,rug,1,Alpha Supplies Co.
18,rug,462338743-7,1,680,680,9/1/2025,EMP-026,Cancelled,North,False,rug,1,Alpha Supplies Co.
18,garlic press,900394976-X,17,870,14790,3/4/2025,EMP-029,Cancelled,West,False,N,0.25,Alpha Supplies Co.
18,rug,462338743-7,8,680,5440,2/3/2025,EMP-028,Closed,East,False,rug,1,Alpha Supplies Co.
18,rug,462338743-7,12,680,8160,2/3/2025,EMP-028,Closed,East,False,rug,1,Alpha Supplies Co.
19,tv remote,851653117-1,10,880,8800,3/4/2025,EMP-029,Cancelled,West,False,tv remote,0.68,Alpha Supplies Co.
19,rug,462338743-7,8,680,5440,3/23/2025,EMP-020,Cancelled,East,False,rug,1,Alpha Supplies Co.
19,rug,462338743-7,6,680,4080,6/7/2025,EMP-032,Cancelled,East,False,rug,1,Alpha Supplies Co.
19,paperweight,679193403-4,18,790,14220,9/10/2025,EMP-035,Cancelled,South,False,N,0.29,Alpha Supplies Co.
20,rug,462338743-7,1,680,680,6/26/2025,EMP-023,Cancelled,South,False,rug,1,Alpha Supplies Co.
20,tv remote,851653117-1,12,880,10560,2/3/2025,EMP-028,Closed,East,False,tv remote,0.68,Alpha Supplies Co.
20,rug,462338743-7,15,680,10200,7/27/2025,EMP-024,Open,East,False,rug,1,Alpha Supplies Co.
21,tv remote,851653117-1,8,880,7040,4/24/2025,EMP-021,Open,West,False,tv remote,0.68,Alpha Supplies Co.
21,rug,462338743-7,3,680,2040,9/10/2025,EMP-035,Cancelled,South,False,rug,1,Alpha Supplies Co.
21,tv remote,851653117-1,20,880,17600,7/27/2025,EMP-024,Open,East,False,tv remote,0.68,Alpha Supplies Co.
22,dreo chefmaker combi fryer,,10,360,3600,3/23/2025,EMP-020,Cancelled,East,True,N,0.11,Alpha Supplies Co.
22,rug,462338743-7,10,680,6800,8/9/2025,EMP-034,Closed,North,False,rug,1,Alpha Supplies Co.
22,rug,,18,230,4140,1/2/2025,EMP-027,Open,South,True,rug,1,Alpha Supplies Co.
22,tv remote,851653117-1,18,880,15840,2/3/2025,EMP-028,Closed,East,False,tv remote,0.68,Alpha Supplies Co.
22,tv remote,851653117-1,2,880,1760,6/26/2025,EMP-023,Cancelled,South,False,tv remote,0.68,Alpha Supplies Co.
23,rug,462338743-7,8,680,5440,1/2/2025,EMP-027,Open,South,False,rug,1,Alpha Supplies Co.
23,rug,462338743-7,9,680,6120,4/5/2025,EMP-030,Open,North,False,rug,1,Alpha Supplies Co.
23,rug,462338743-7,9,680,6120,7/8/2025,EMP-033,Open,West,False,rug,1,Alpha Supplies Co.
23,rug,462338743-7,16,680,10880,5/6/2025,EMP-031,Closed,South,False,rug,1,Alpha Supplies Co.
23,rug,462338743-7,14,680,9520,6/7/2025,EMP-032,Cancelled,East,False,rug,1,Alpha Supplies Co.
23,rug,,20,820,16400,4/5/2025,EMP-030,Open,North,True,rug,1,Alpha Supplies Co.
23,spoon,,5,230,1150,5/6/2025,EMP-031,Closed,South,True,N,0.51,Alpha Supplies Co.
24,rug,462338743-7,2,680,1360,7/27/2025,EMP-024,Open,East,False,rug,1,Alpha Supplies Co.
24,tv remote,851653117-1,18,880,15840,2/3/2025,EMP-028,Closed,East,False,tv remote,0.68,Alpha Supplies Co.
24,rug,462338743-7,19,680,12920,4/14/2025,EMP-039,Open,South,False,rug,1,Alpha Supplies Co.
24,tv remote,851653117-1,7,880,6160,6/26/2025,EMP-023,Cancelled,South,False,tv remote,0.68,Alpha Supplies Co.
24,rug,462338743-7,1,680,680,7/27/2025,EMP-024,Open,East,False,rug,1,Alpha Supplies Co.
25,rug,462338743-7,12,680,8160,6/7/2025,EMP-032,Cancelled,East,False,rug,1,Alpha Supplies Co.
25,rug,462338743-7,12,680,8160,5/6/2025,EMP-031,Closed,South,False,rug,1,Alpha Supplies Co.
25,tv remote,851653117-1,6,880,5280,6/26/2025,EMP-023,Cancelled,South,False,tv remote,0.68,Alpha Supplies Co.
25,rug,462338743-7,17,680,11560,1/11/2025,EMP-036,Open,East,False,rug,1,Alpha Supplies Co.
25,garlic press,900394976-X,15,870,13050,6/7/2025,EMP-032,Cancelled,East,False,N,0.25,Alpha Supplies Co.
25,rug,462338743-7,5,680,3400,7/27/2025,EMP-024,Open,East,False,rug,1,Alpha Supplies Co.
25,rug,462338743-7,14,680,9520,8/9/2025,EMP-034,Closed,North,False,rug,1,Alpha Supplies Co.
25,tv remote,851653117-1,1,880,880,8/28/2025,EMP-025,Closed,West,False,tv remote,0.68,Alpha Supplies Co.
25,tv remote,851653117-1,6,880,5280,7/27/2025,EMP-024,Open,East,False,tv remote,0.68,Alpha Supplies Co.
26,rug,462338743-7,17,680,11560,4/5/2025,EMP-030,Open,North,False,rug,1,Alpha Supplies Co.
26,television,544603778-2,9,770,6930,9/1/2025,EMP-026,Cancelled,North,False,N,0.24,Alpha Supplies Co.
26,rug,462338743-7,4,680,2720,3/4/2025,EMP-029,Cancelled,West,False,rug,1,Alpha Supplies Co.
26,paperweight,679193403-4,8,790,6320,8/28/2025,EMP-025,Closed,West,False,N,0.29,Alpha Supplies Co.
26,rug,462338743-7,10,680,6800,6/7/2025,EMP-032,Cancelled,East,False,rug,1,Alpha Supplies Co.
26,sacvle,,20,300,6000,7/8/2025,EMP-033,Open,West,True,N,0.11,Alpha Supplies Co.
27,rug,462338743-7,17,680,11560,1/11/2025,EMP-036,Open,East,False,rug,1,Alpha Supplies Co.
27,tv remote,851653117-1,8,880,7040,4/5/2025,EMP-030,Open,North,False,tv remote,0.68,Alpha Supplies Co.
27,rug,462338743-7,1,680,680,5/6/2025,EMP-031,Closed,South,False,rug,1,Alpha Supplies Co.
27,rug,462338743-7,9,680,6120,9/10/2025,EMP-035,Cancelled,South,False,rug,1,Alpha Supplies Co.
27,tv remote,851653117-1,16,880,14080,1/2/2025,EMP-027,Open,South,False,tv remote,0.68,Alpha Supplies Co.
27,rug,462338743-7,12,680,8160,9/10/2025,EMP-035,Cancelled,South,False,rug,1,Alpha Supplies Co.
27,absorbent mat,,11,300,3300,8/9/2025,EMP-034,Closed,North,True,rug,1,Alpha Supplies Co.
28,anti-skid mat,,7,200,1400,1/11/2025,EMP-036,Open,East,True,rug,1,Alpha Supplies Co.
28,area rug,,13,530,6890,2/22/2025,EMP-019,Closed,South,True,rug,1,Alpha Supplies Co.
29,bath carpet,,16,450,7200,9/1/2025,EMP-026,Cancelled,North,True,rug,0.82,Alpha Supplies Co.
29,bathroom rug,,5,540,2700,8/28/2025,EMP-025,Closed,West,True,rug,0.99,Alpha Supplies Co.
29,blackout curtains,,6,380,2280,1/2/2025,EMP-027,Open,South,True,curtains,0.72,Alpha Supplies Co.
29,blow dryer,,10,250,2500,8/9/2025,EMP-034,Closed,North,True,hairdryer,0.9,Alpha Supplies Co.
29,carpet,,15,760,11400,1/2/2025,EMP-027,Open,South,True,rug,0.74,Alpha Supplies Co.
29,compact remote,,20,390,7800,1/2/2025,EMP-027,Open,South,True,tv remote,0.98,Alpha Supplies Co.
29,decorative mat,,1,410,410,3/4/2025,EMP-029,Cancelled,West,True,rug,1,Alpha Supplies Co.
30,decorative rug,,12,470,5640,3/4/2025,EMP-029,Cancelled,West,True,rug,1,Alpha Supplies Co.
30,drapes,,3,510,1530,2/3/2025,EMP-028,Closed,East,True,curtains,0.83,Alpha Supplies Co.
30,drying mat,,12,110,1320,5/6/2025,EMP-031,Closed,South,True,rug,1,Alpha Supplies Co.
30,electric hair dryer,,10,100,1000,6/7/2025,EMP-032,Cancelled,East,True,hairdryer,0.91,Alpha Supplies Co.
30,entryway mat,,8,930,7440,9/1/2025,EMP-026,Cancelled,North,True,rug,1,Alpha Supplies Co.
30,fabric drapes,,6,590,3540,1/2/2025,EMP-027,Open,South,True,curtains,0.85,Alpha Supplies Co.
31,floor mat,,11,960,10560,5/6/2025,EMP-031,Closed,South,True,rug,1,Alpha Supplies Co.
31,front door rug,,6,210,1260,9/10/2025,EMP-035,Cancelled,South,True,rug,1,Alpha Supplies Co.
31,garlic crusher,,4,580,2320,1/2/2025,EMP-027,Open,South,True,garlic press,0.77,Alpha Supplies Co.
31,garlic masher,,5,200,1000,7/8/2025,EMP-033,Open,West,True,garlic press,0.63,Alpha Supplies Co.
31,hair blower,,5,360,1800,2/3/2025,EMP-028,Closed,East,True,hairdryer,0.68,Alpha Supplies Co.
32,handheld crusher,,2,460,920,3/4/2025,EMP-029,Cancelled,West,True,garlic press,0.74,Alpha Supplies Co.
32,handheld dryer,,10,840,8400,8/9/2025,EMP-034,Closed,North,True,hairdryer,0.91,Alpha Supplies Co.
32,handheld tv control,,10,300,3000,2/12/2025,EMP-037,Closed,West,True,tv remote,0.71,Alpha Supplies Co.
32,hot air blower,,6,510,3060,1/11/2025,EMP-036,Open,East,True,hairdryer,0.69,Alpha Supplies Co.
32,infrared remote,,10,640,6400,1/2/2025,EMP-027,Open,South,True,tv remote,1,Alpha Supplies Co.
32,mat,,10,470,4700,5/6/2025,EMP-031,Closed,South,True,rug,1,Alpha Supplies Co.
32,microfiber mat,,11,260,2860,8/28/2025,EMP-025,Closed,West,True,rug,1,Alpha Supplies Co.
32,mincer,,4,320,1280,2/3/2025,EMP-028,Closed,East,True,garlic press,0.65,Alpha Supplies Co.
32,non-slip mat,,8,640,5120,4/5/2025,EMP-030,Open,North,True,rug,1,Alpha Supplies Co.
33,non-slip rug,,14,340,4760,8/9/2025,EMP-034,Closed,North,True,rug,1,Alpha Supplies Co.
33,outdoor rug,,18,130,2340,1/2/2025,EMP-027,Open,South,True,rug,1,Alpha Supplies Co.
33,panels,,8,190,1520,2/3/2025,EMP-028,Closed,East,True,curtains,0.64,Alpha Supplies Co.
33,persian rug,,16,920,14720,5/6/2025,EMP-031,Closed,South,True,rug,1,Alpha Supplies Co.
33,personal dryer,,6,340,2040,2/3/2025,EMP-028,Closed,East,True,hairdryer,0.89,Alpha Supplies Co.
33,plush rug,,11,640,7040,3/23/2025,EMP-020,Cancelled,East,True,rug,1,Alpha Supplies Co.
33,programmable remote,,2,720,1440,3/4/2025,EMP-029,Cancelled,West,True,tv remote,0.99,Alpha Supplies Co.
33,remote control,,4,610,2440,9/1/2025,EMP-026,Cancelled,North,True,tv remote,0.98,Alpha Supplies Co.
33,rubber mat,,8,880,7040,8/28/2025,EMP-025,Closed,West,True,rug,0.99,Alpha Supplies Co.
33,runner rug,,19,220,4180,9/10/2025,EMP-035,Cancelled,South,True,rug,1,Alpha Supplies Co.
33,salon dryer,,3,930,2790,5/25/2025,EMP-022,Closed,North,True,hairdryer,0.9,Alpha Supplies Co.
35,shades,,20,830,16600,8/28/2025,EMP-025,Closed,West,True,curtains,0.66,Alpha Supplies Co.
35,sheer curtains,,1,540,540,8/28/2025,EMP-025,Closed,West,True,curtains,0.71,Alpha Supplies Co.
36,shoe mat,,6,900,5400,4/5/2025,EMP-030,Open,North,True,rug,0.97,Alpha Supplies Co.
36,shower mat,,15,700,10500,6/7/2025,EMP-032,Cancelled,East,True,rug,0.84,Alpha Supplies Co.
36,smart tv remote,,17,1000,17000,2/12/2025,EMP-037,Closed,West,True,tv remote,0.78,Alpha Supplies Co.
36,stainless steel presser,,12,440,5280,5/6/2025,EMP-031,Closed,South,True,garlic press,0.63,Alpha Supplies Co.
36,streaming device remote,,6,770,4620,8/28/2025,EMP-025,Closed,West,True,tv remote,0.96,Alpha Supplies Co.
37,styling dryer,,15,1000,15000,7/8/2025,EMP-033,Open,West,True,hairdryer,0.94,Alpha Supplies Co.
37,television controller,,4,920,3680,1/2/2025,EMP-027,Open,South,True,tv remote,0.66,Alpha Supplies Co.
37,thermal hair tool,,4,470,1880,5/6/2025,EMP-031,Closed,South,True,hairdryer,0.66,Alpha Supplies Co.
37,tub rug,,10,650,6500,8/28/2025,EMP-025,Closed,West,True,rug,1,Alpha Supplies Co.
38,universal remote,,8,920,7360,5/6/2025,EMP-031,Closed,South,True,tv remote,1,Alpha Supplies Co.
38,water-absorbent mat,,19,350,6650,4/5/2025,EMP-030,Open,North,True,rug,0.99,Alpha Supplies Co.
38,water-absorbing pad,,3,430,1290,1/11/2025,EMP-036,Open,East,True,rug,0.67,Alpha Supplies Co.
38,welcome mat,,4,270,1080,1/2/2025,EMP-027,Open,South,True,rug,1,Alpha Supplies Co.
38,window treatment,,16,250,4000,1/11/2025,EMP-036,Open,East,True,curtains,0.72,Alpha Supplies Co.
38,wireless remote,,13,690,8970,6/7/2025,EMP-032,Cancelled,East,True,tv remote,1,Alpha Supplies Co.
38,wool rug,,2,240,480,4/5/2025,EMP-030,Open,North,True,rug,1,Alpha Supplies Co.
39,woven rug,,1,460,460,9/1/2025,EMP-026,Cancelled,North,True,rug,1,Alpha Supplies Co.
40,dresser,389067558-1,16,870,13920,9/10/2025,EMP-035,Cancelled,South,False,N,0.28,Altitude Supply Co.
40,luggage,031900911-4,7,520,3640,7/8/2025,EMP-033,Open,West,False,N,0.36,Altitude Supply Co.
40,margneuts,,8,580,4640,1/2/2025,EMP-027,Open,South,True,N,0.11,Altitude Supply Co.
40,dresser,389067558-1,17,870,14790,1/11/2025,EMP-036,Open,East,False,N,0.28,Altitude Supply Co.
40,ovenn,,19,970,18430,8/28/2025,EMP-025,Closed,West,True,N,0.11,Altitude Supply Co.
40,calendar,165706419-0,6,940,5640,5/6/2025,EMP-031,Closed,South,False,N,0.4,Altitude Supply Co.
40,bathrobe,538526465-2,15,800,12000,2/12/2025,EMP-037,Closed,West,False,N,0.11,Altitude Supply Co.
40,dustpan,643930835-1,15,640,9600,2/12/2025,EMP-037,Closed,West,False,N,0.11,Altitude Supply Co.
40,dresser,389067558-1,3,870,2610,8/28/2025,EMP-025,Closed,West,False,N,0.28,Altitude Supply Co.
41,spoon,522462286-7,17,650,11050,9/1/2025,EMP-026,Cancelled,North,False,N,0.51,Altitude Supply Co.
41,closet,594390988-5,20,940,18800,7/27/2025,EMP-024,Open,East,False,N,0.23,Altitude Supply Co.
41,bathrobe,538526465-2,7,800,5600,1/2/2025,EMP-027,Open,South,False,N,0.11,Altitude Supply Co.
41,curtains,025355772-0,11,760,8360,9/1/2025,EMP-026,Cancelled,North,False,N,0.58,Altitude Supply Co.
41,dustpan,643930835-1,5,640,3200,9/10/2025,EMP-035,Cancelled,South,False,N,0.11,Altitude Supply Co.
42,toasder,,19,780,14820,5/6/2025,EMP-031,Closed,South,True,N,0.11,Altitude Supply Co.
42,dresser,389067558-1,20,870,17400,6/7/2025,EMP-032,Cancelled,East,False,N,0.28,Altitude Supply Co.
42,luggage,031900911-4,8,520,4160,2/3/2025,EMP-028,Closed,East,False,N,0.36,Altitude Supply Co.
42,television,544603778-2,6,770,4620,2/3/2025,EMP-028,Closed,East,False,N,0.24,Altitude Supply Co.
42,sponges,510683927-0,19,530,10070,2/3/2025,EMP-028,Closed,East,False,N,0.11,Altitude Supply Co.
42,bathrobe,538526465-2,1,800,800,5/6/2025,EMP-031,Closed,South,False,N,0.11,Altitude Supply Co.
43,spoon,522462286-7,8,650,5200,4/24/2025,EMP-021,Open,West,False,N,0.51,Altitude Supply Co.
44,luggage,031900911-4,4,520,2080,2/12/2025,EMP-037,Closed,West,False,N,0.36,Altitude Supply Co.
44,durable wooden ladle,,3,240,720,3/4/2025,EMP-029,Cancelled,West,True,N,0.59,Altitude Supply Co.
44,sanitizing solution,,3,620,1860,6/16/2025,EMP-041,Cancelled,West,True,N,0.4,Altitude Supply Co.
44,valances,,14,400,5600,9/10/2025,EMP-035,Cancelled,South,True,N,0.57,Altitude Supply Co.
